,Experiment,Level,algorithm,SSM
4,Exp_0_7_400,4,Natural,0.0103181063357214
0,Exp_0_8_400,0,Natural,0.6364657904444354
1,Exp_0_8_400,1,Natural,0.0011557371831208
2,Exp_0_8_400,2,Natural,2.467803132835659e-05
3,Exp_0_8_400,3,Natural,7.318934730992922e-06
4,Exp_0_8_400,4,Natural,0.0005621646298621
0,Exp_1_6_400,0,Natural,0.8312674248705713
1,Exp_1_6_400,1,Natural,3.90427402405968e-05
2,Exp_1_6_400,2,Natural,0.0001095630226722
3,Exp_1_6_400,3,Natural,0.0002111647478814
4,Exp_1_6_400,4,Natural,0.0007574446142062
0,Exp_1_5_400,0,Natural,0.7757498789290788
1,Exp_1_5_400,1,Natural,0.0013799524116413
2,Exp_1_5_400,2,Natural,3.672260451632261e-05
3,Exp_1_5_400,3,Natural,0.0001462087385023
4,Exp_1_5_400,4,Natural,0.0003931417061567
0,Exp_3_5_400,0,Natural,0.6881933756929713
1,Exp_3_5_400,1,Natural,0.0120050164113406
2,Exp_3_5_400,2,Natural,0.0053530487111803
3,Exp_3_5_400,3,Natural,0.0002914610655489
4,Exp_3_5_400,4,Natural,0.0008279008225809
0,Exp_1_4_400,0,Natural,0.8677315046870957
1,Exp_1_4_400,1,Natural,0.0026047535337297
2,Exp_1_4_400,2,Natural,0.000341428056669
3,Exp_1_4_400,3,Natural,0.0002161268314594
4,Exp_1_4_400,4,Natural,9.0866798866694e-05
0,Exp_0_1_400,0,Natural,0.7475823876695281
1,Exp_0_1_400,1,Natural,0.0051278926082711
2,Exp_0_1_400,2,Natural,0.0004925311831622
3,Exp_0_1_400,3,Natural,1.050577708065793e-05
4,Exp_0_1_400,4,Natural,0.0024282170273985
0,Exp_2_9_400,0,Natural,0.8307460555468427
1,Exp_2_9_400,1,Natural,2.555083378534787e-06
2,Exp_2_9_400,2,Natural,0.0001632911668046
3,Exp_2_9_400,3,Natural,0.0012025910093443
4,Exp_2_9_400,4,Natural,0.0013840915140492
0,Exp_1_8_400,0,Natural,0.7758552335376981
1,Exp_1_8_400,1,Natural,6.320068359159101e-07
2,Exp_1_8_400,2,Natural,5.942497981405873e-05
3,Exp_1_8_400,3,Natural,0.0001051509517779
4,Exp_1_8_400,4,Natural,0.0051904284177671
0,Exp_4_4_400,0,Natural,0.8471557292904576
1,Exp_4_4_400,1,Natural,0.0
2,Exp_4_4_400,2,Natural,3.740715458549164e-05
3,Exp_4_4_400,3,Natural,0.0007148306496904
4,Exp_4_4_400,4,Natural,0.0004122815640654
0,Exp_2_8_400,0,Natural,0.7346800862149437
1,Exp_2_8_400,1,Natural,9.738381215477418e-05
2,Exp_2_8_400,2,Natural,3.862901545016471e-05
3,Exp_2_8_400,3,Natural,0.0002856805610205
4,Exp_2_8_400,4,Natural,0.0001174602462443
0,Exp_0_3_400,0,Natural,0.8642834666500135
1,Exp_0_3_400,1,Natural,1.1100119703174853e-06
2,Exp_0_3_400,2,Natural,1.0566850758861605e-08
3,Exp_0_3_400,3,Natural,0.0008025231508833
4,Exp_0_3_400,4,Natural,8.851725329518187e-05
0,Exp_1_2_400,0,Natural,0.8191314897778766
1,Exp_1_2_400,1,Natural,1.893335853068556e-06
2,Exp_1_2_400,2,Natural,1.1681319259693894e-05
3,Exp_1_2_400,3,Natural,0.0015254005382977
4,Exp_1_2_400,4,Natural,0.0028609793236996
0,Exp_4_10_400,0,Natural,0.8102488231011704
1,Exp_4_10_400,1,Natural,4.889750193816258e-05
2,Exp_4_10_400,2,Natural,1.3057486150209445e-06
3,Exp_4_10_400,3,Natural,0.0038190719396763
4,Exp_4_10_400,4,Natural,0.000297331250729
0,Exp_3_3_400,0,Natural,0.8513187939555726
1,Exp_3_3_400,1,Natural,0.0013660119266058
2,Exp_3_3_400,2,Natural,5.670686413073243e-06
3,Exp_3_3_400,3,Natural,1.477835295801285e-05
4,Exp_3_3_400,4,Natural,0.000212795990387
0,Exp_4_5_400,0,Natural,0.8210444821805318
1,Exp_4_5_400,1,Natural,6.808755964244992e-05
2,Exp_4_5_400,2,Natural,0.0001589078267975
3,Exp_4_5_400,3,Natural,0.0005978687178343
4,Exp_4_5_400,4,Natural,0.0001034972368354
0,Exp_4_13_400,0,Natural,0.7527720714130163
1,Exp_4_13_400,1,Natural,0.0001636912416026
2,Exp_4_13_400,2,Natural,3.749453144124834e-06
3,Exp_4_13_400,3,Natural,1.947699178257083e-05
4,Exp_4_13_400,4,Natural,0.0001354717018098
0,Exp_1_1_400,0,Natural,0.7891189362570117
1,Exp_1_1_400,1,Natural,0.0002962853263829
2,Exp_1_1_400,2,Natural,2.007467673179925e-05
3,Exp_1_1_400,3,Natural,0.0012572326276855
4,Exp_1_1_400,4,Natural,0.0032790239933724
0,Exp_3_1_400,0,Natural,0.8293004138347774
1,Exp_3_1_400,1,Natural,0.0001397668766327
2,Exp_3_1_400,2,Natural,1.5517779049190644e-06
3,Exp_3_1_400,3,Natural,1.6176268283009194e-05
4,Exp_3_1_400,4,Natural,0.0001366912283527
0,Exp_4_7_400,0,Natural,0.7700526519958696
1,Exp_4_7_400,1,Natural,5.7263480887377245e-05
2,Exp_4_7_400,2,Natural,5.228554517589349e-05
3,Exp_4_7_400,3,Natural,0.0001325078375234
4,Exp_4_7_400,4,Natural,0.0018619732305008
0,Exp_3_6_400,0,Natural,0.8156374745059576
1,Exp_3_6_400,1,Natural,0.2557119898549428
2,Exp_3_6_400,2,Natural,0.0001390920844592
3,Exp_3_6_400,3,Natural,0.0005266995333702
4,Exp_3_6_400,4,Natural,0.0030268064921938
0,Exp_0_6_400,0,Natural,0.8431723990007629
1,Exp_0_6_400,1,Natural,0.0
2,Exp_0_6_400,2,Natural,3.6306175827541287e-06
3,Exp_0_6_400,3,Natural,0.0065241920075264
4,Exp_0_6_400,4,Natural,0.0002931629088072
0,Exp_2_5_400,0,Natural,0.8378134536880428
1,Exp_2_5_400,1,Natural,0.0001741737919045
2,Exp_2_5_400,2,Natural,3.3843467687836085e-05
3,Exp_2_5_400,3,Natural,0.000884241090427
4,Exp_2_5_400,4,Natural,0.000723389495224
0,Exp_1_9_400,0,Natural,0.7359163232761322
1,Exp_1_9_400,1,Natural,0.408635430087419
2,Exp_1_9_400,2,Natural,0.1312131979074318
3,Exp_1_9_400,3,Natural,0.0005442663454788
4,Exp_1_9_400,4,Natural,0.0017340924694705
0,Exp_0_5_400,0,Natural,0.8198491506859954
1,Exp_0_5_400,1,Natural,0.0006216379394935
2,Exp_0_5_400,2,Natural,1.9073317544772736e-05
3,Exp_0_5_400,3,Natural,0.0009724033894206
4,Exp_0_5_400,4,Natural,0.0008398611546812
0,Exp_4_8_400,0,Natural,0.8363815702060198
1,Exp_4_8_400,1,Natural,3.689289830380711e-08
2,Exp_4_8_400,2,Natural,5.902763356362167e-07
3,Exp_4_8_400,3,Natural,0.0008365923816475
4,Exp_4_8_400,4,Natural,0.0003924441522653
0,Exp_4_11_400,0,Natural,0.8570460197149159
1,Exp_4_11_400,1,Natural,4.091866045879287e-05
2,Exp_4_11_400,2,Natural,0.0001904737924352
3,Exp_4_11_400,3,Natural,0.0002687559813772
4,Exp_4_11_400,4,Natural,0.0010566274461355
0,Exp_0_9_400,0,Natural,0.7910784781211284
1,Exp_0_9_400,1,Natural,3.926394941853807e-07
2,Exp_0_9_400,2,Natural,0.003446326775161
3,Exp_0_9_400,3,Natural,9.362444327374118e-06
4,Exp_0_9_400,4,Natural,0.00010038732458
0,Exp_4_3_400,0,Natural,0.8075095265840494
1,Exp_4_3_400,1,Natural,2.697059348256609e-06
2,Exp_4_3_400,2,Natural,5.877385088939055e-05
3,Exp_4_3_400,3,Natural,0.0007662180173115
4,Exp_4_3_400,4,Natural,0.0004412312881346
0,Exp_2_7_400,0,Natural,0.7057648425406748
1,Exp_2_7_400,1,Natural,0.0113790984430599
2,Exp_2_7_400,2,Natural,0.0324109941475499
3,Exp_2_7_400,3,Natural,0.0649079493316815
4,Exp_2_7_400,4,Natural,0.0294018110864957
0,Exp_0_4_400,0,Natural,0.7000602421366818
1,Exp_0_4_400,1,Natural,2.8396775931982624e-05
2,Exp_0_4_400,2,Natural,1.1701026867857709e-07
3,Exp_0_4_400,3,Natural,8.881878423963308e-07
4,Exp_0_4_400,4,Natural,0.0001411030710529
0,Exp_0_0_400,0,Natural,0.7802224937534123
1,Exp_0_0_400,1,Natural,0.0073615425273263
2,Exp_0_0_400,2,Natural,5.933739742701776e-05
3,Exp_0_0_400,3,Natural,0.0009263697230561
4,Exp_0_0_400,4,Natural,0.0005329123409463
0,Exp_2_3_400,0,Natural,0.8155288534543963
1,Exp_2_3_400,1,Natural,0.0
2,Exp_2_3_400,2,Natural,0.0039804853575678
3,Exp_2_3_400,3,Natural,4.366987344765435e-05
4,Exp_2_3_400,4,Natural,0.0056266977312095
0,Exp_0_2_400,0,Natural,0.7602016534487198
1,Exp_0_2_400,1,Natural,0.1920907704235113
2,Exp_0_2_400,2,Natural,0.0923328747408067
3,Exp_0_2_400,3,Natural,0.0129664305095289
4,Exp_0_2_400,4,Natural,0.0387997460262808
0,Exp_4_2_400,0,Natural,0.831820809710083
1,Exp_4_2_400,1,Natural,0.0211182119200949
2,Exp_4_2_400,2,Natural,0.0013120894459104
3,Exp_4_2_400,3,Natural,2.294195565534386e-06
4,Exp_4_2_400,4,Natural,0.0005772545394909
0,Exp_2_1_400,0,Natural,0.8800128804067009
1,Exp_2_1_400,1,Natural,0.0504748209458985
2,Exp_2_1_400,2,Natural,0.017955242806586
3,Exp_2_1_400,3,Natural,0.0170073742265311
