,Experiment,Level,algorithm,BAS
89,Exp_27_300,1,Natural_C,0.8685581361026136
90,Exp_27_300,2,Natural_C,0.8945560062202415
91,Exp_27_300,3,Natural_C,1.0
92,Exp_13_300,0,Natural_C,1.0
93,Exp_13_300,1,Natural_C,0.7901006844086829
94,Exp_13_300,2,Natural_C,0.8306881376801698
95,Exp_13_300,3,Natural_C,1.0
96,Exp_1_300,0,Natural_C,0.9751971772519717
97,Exp_1_300,1,Natural_C,0.8097290224931415
98,Exp_1_300,2,Natural_C,0.8292188098535269
99,Exp_1_300,3,Natural_C,1.0
100,Exp_25_300,0,Natural_C,0.9694096053839094
101,Exp_25_300,1,Natural_C,0.8132955937861268
102,Exp_25_300,2,Natural_C,0.8661295583044304
103,Exp_25_300,3,Natural_C,1.0
104,Exp_11_300,0,Natural_C,0.9760479041916168
105,Exp_11_300,1,Natural_C,0.9183143266678743
106,Exp_11_300,2,Natural_C,0.6853201634877384
107,Exp_11_300,3,Natural_C,1.0
108,Exp_4_300,0,Natural_C,0.9536883391160054
109,Exp_4_300,1,Natural_C,0.9143219771503923
110,Exp_4_300,2,Natural_C,0.844290697828131
111,Exp_4_300,3,Natural_C,1.0
112,Exp_15_300,0,Natural_C,0.9826371091747821
113,Exp_15_300,1,Natural_C,0.8954111315106299
114,Exp_15_300,2,Natural_C,0.9398906781841501
115,Exp_15_300,3,Natural_C,1.0
116,Exp_21_300,0,Natural_C,1.0
117,Exp_21_300,1,Natural_C,0.9831305309734513
118,Exp_21_300,2,Natural_C,0.7861428625149898
119,Exp_21_300,3,Natural_C,1.0
120,Exp_22_300,0,Natural_C,0.9740118269530034
121,Exp_22_300,1,Natural_C,0.9078554855817037
122,Exp_22_300,2,Natural_C,0.919346175941695
123,Exp_22_300,3,Natural_C,1.0
124,Exp_8_300,0,Natural_C,0.9827101343610041
125,Exp_8_300,1,Natural_C,0.9016047324818839
126,Exp_8_300,2,Natural_C,0.913429231568198
127,Exp_8_300,3,Natural_C,1.0
128,Exp_23_300,0,Natural_C,0.9975020815986677
129,Exp_23_300,1,Natural_C,0.9274972117044478
130,Exp_23_300,2,Natural_C,0.8576008623603231
131,Exp_23_300,3,Natural_C,1.0
132,Exp_30_300,0,Natural_C,0.9593312781598293
133,Exp_30_300,1,Natural_C,0.9630600569736392
134,Exp_30_300,2,Natural_C,0.7880569066226039
135,Exp_30_300,3,Natural_C,1.0
136,Exp_14_300,0,Natural_C,0.9887827170751973
137,Exp_14_300,1,Natural_C,0.9143877219826587
138,Exp_14_300,2,Natural_C,0.9155748019838627
139,Exp_14_300,3,Natural_C,1.0
140,Exp_34_400,0,Natural_C,1.0
141,Exp_34_400,1,Natural_C,0.9774488101826231
142,Exp_34_400,2,Natural_C,0.8396334388875804
143,Exp_34_400,3,Natural_C,1.0
144,Exp_33_400,0,Natural_C,0.9731537638244738
145,Exp_33_400,1,Natural_C,0.8402232360104005
146,Exp_33_400,2,Natural_C,0.8253810176062336
147,Exp_33_400,3,Natural_C,1.0
148,Exp_31_400,0,Natural_C,0.9574926015603982
149,Exp_31_400,1,Natural_C,0.8584301569843016
150,Exp_31_400,2,Natural_C,0.8186445233193003
151,Exp_31_400,3,Natural_C,0.5
152,Exp_32_400,0,Natural_C,0.9752227923305428
153,Exp_32_400,1,Natural_C,0.9457595595672796
154,Exp_32_400,2,Natural_C,0.878024715916369
155,Exp_32_400,3,Natural_C,1.0
156,Exp_20_400,0,Natural_C,0.970352750058018
157,Exp_20_400,1,Natural_C,0.9238678392989794
158,Exp_20_400,2,Natural_C,0.9450872741897173
159,Exp_20_400,3,Natural_C,1.0
160,Exp_6_400,0,Natural_C,0.9706082614616431
161,Exp_6_400,1,Natural_C,0.9304796599878566
162,Exp_6_400,2,Natural_C,0.8845170872108074
163,Exp_6_400,3,Natural_C,1.0
164,Exp_26_400,0,Natural_C,0.9671286425017769
165,Exp_26_400,1,Natural_C,0.9065617805065234
166,Exp_26_400,2,Natural_C,0.9185683966814586
167,Exp_26_400,3,Natural_C,1.0
168,Exp_19_400,0,Natural_C,0.9668848457954293
169,Exp_19_400,1,Natural_C,0.9147193940898932
170,Exp_19_400,2,Natural_C,0.8343591653331132
171,Exp_19_400,3,Natural_C,1.0
172,Exp_24_400,0,Natural_C,0.9601037303012168
173,Exp_24_400,1,Natural_C,0.9404545732055629
174,Exp_24_400,2,Natural_C,0.8550117766568994
175,Exp_24_400,3,Natural_C,1.0
176,Exp_16_400,0,Natural_C,0.9736171946623204
177,Exp_16_400,1,Natural_C,0.9573576613081267
178,Exp_16_400,2,Natural_C,0.868556720943057
179,Exp_16_400,3,Natural_C,1.0
180,Exp_29_400,0,Natural_C,0.9800347222222222
181,Exp_29_400,1,Natural_C,0.9356290903458158
182,Exp_29_400,2,Natural_C,0.8222107324481212
183,Exp_29_400,3,Natural_C,1.0
184,Exp_12_400,0,Natural_C,0.9743098079530386
185,Exp_12_400,1,Natural_C,0.8816240400554822
186,Exp_12_400,2,Natural_C,0.9192427084682457
187,Exp_12_400,3,Natural_C,1.0
188,Exp_2_400,0,Natural_C,0.9912527335207748
189,Exp_2_400,1,Natural_C,0.8827226926997569
190,Exp_2_400,2,Natural_C,0.7660340317817466
191,Exp_2_400,3,Natural_C,1.0
192,Exp_9_400,0,Natural_C,0.9817405066595464
193,Exp_9_400,1,Natural_C,0.9124046622394276
194,Exp_9_400,2,Natural_C,0.716761820958795
195,Exp_9_400,3,Natural_C,1.0
196,Exp_5_400,0,Natural_C,0.9753021544929059
197,Exp_5_400,1,Natural_C,0.9312060538230013
198,Exp_5_400,2,Natural_C,0.8583652821002337
199,Exp_5_400,3,Natural_C,1.0
200,Exp_10_400,0,Natural_C,0.9731669266770671
201,Exp_10_400,1,Natural_C,0.9268526959563512
202,Exp_10_400,2,Natural_C,0.8798368247656853
203,Exp_10_400,3,Natural_C,1.0
204,Exp_3_400,0,Natural_C,0.9666847531199132
205,Exp_3_400,1,Natural_C,0.9194871937846176
206,Exp_3_400,2,Natural_C,0.8733585439948881
207,Exp_3_400,3,Natural_C,0.5
208,Exp_17_400,0,Natural_C,0.979557879724269
209,Exp_17_400,1,Natural_C,0.8533403212209947
210,Exp_17_400,2,Natural_C,0.8801751095090489
211,Exp_17_400,3,Natural_C,1.0
212,Exp_18_400,0,Natural_C,0.9816632231404958
213,Exp_18_400,1,Natural_C,0.9286794352341514
214,Exp_18_400,2,Natural_C,0.9091137772694432
215,Exp_18_400,3,Natural_C,1.0
216,Exp_0_400,0,Natural_C,0.9722915298752463
217,Exp_0_400,1,Natural_C,0.8118320109541763
218,Exp_0_400,2,Natural_C,0.8131815216092778
219,Exp_0_400,3,Natural_C,1.0
220,Exp_7_400,0,Natural_C,0.971797828384741
221,Exp_7_400,1,Natural_C,0.8939932920012197
222,Exp_7_400,2,Natural_C,0.9307465241704533
223,Exp_7_400,3,Natural_C,1.0
224,Exp_28_400,0,Natural_C,0.9672676837725381
225,Exp_28_400,1,Natural_C,0.8992174647636832
226,Exp_28_400,2,Natural_C,0.8896694669240544
227,Exp_28_400,3,Natural_C,1.0
228,Exp_27_400,0,Natural_C,0.9565096008055378
229,Exp_27_400,1,Natural_C,0.8979719009215643
230,Exp_27_400,2,Natural_C,0.9339405498403751
231,Exp_27_400,3,Natural_C,0.5
232,Exp_13_400,0,Natural_C,0.9924242424242424
233,Exp_13_400,1,Natural_C,0.971746258545999
234,Exp_13_400,2,Natural_C,0.7961759484700286
235,Exp_13_400,3,Natural_C,1.0
236,Exp_1_400,0,Natural_C,0.9887222222222223
237,Exp_1_400,1,Natural_C,0.9209621027658113
238,Exp_1_400,2,Natural_C,0.8851682959783818
239,Exp_1_400,3,Natural_C,1.0
240,Exp_25_400,0,Natural_C,0.9668364694874727
241,Exp_25_400,1,Natural_C,0.9079236602421402
242,Exp_25_400,2,Natural_C,0.9304161615889772
243,Exp_25_400,3,Natural_C,1.0
244,Exp_11_400,0,Natural_C,0.9715244187860821
245,Exp_11_400,1,Natural_C,0.8937724004891212
246,Exp_11_400,2,Natural_C,0.8383322136416642
247,Exp_11_400,3,Natural_C,1.0
248,Exp_4_400,0,Natural_C,0.9561840270862378
249,Exp_4_400,1,Natural_C,0.8836189749982853
250,Exp_4_400,2,Natural_C,0.8769898180809232
251,Exp_4_400,3,Natural_C,1.0
252,Exp_15_400,0,Natural_C,0.9605156411469853
253,Exp_15_400,1,Natural_C,0.8438883038610192
254,Exp_15_400,2,Natural_C,0.880032986350008
255,Exp_15_400,3,Natural_C,1.0
256,Exp_21_400,0,Natural_C,0.9896635589785164
257,Exp_21_400,1,Natural_C,0.7470082473701838
258,Exp_21_400,2,Natural_C,0.7954047950873013
259,Exp_21_400,3,Natural_C,0.5
260,Exp_22_400,0,Natural_C,0.9760668973471742
261,Exp_22_400,1,Natural_C,0.9022775750278553
262,Exp_22_400,2,Natural_C,0.9354946962509191
263,Exp_22_400,3,Natural_C,1.0
264,Exp_8_400,0,Natural_C,0.9809245574841038
265,Exp_8_400,1,Natural_C,0.8985011072153534
266,Exp_8_400,2,Natural_C,0.8706425146468519
267,Exp_8_400,3,Natural_C,1.0
268,Exp_23_400,0,Natural_C,0.9685230024213075
269,Exp_23_400,1,Natural_C,0.9410429489966363
270,Exp_23_400,2,Natural_C,0.8642121559381724
271,Exp_23_400,3,Natural_C,1.0
272,Exp_30_400,0,Natural_C,0.964457163958641
273,Exp_30_400,1,Natural_C,0.9610497812955634
274,Exp_30_400,2,Natural_C,0.9167365309334958
275,Exp_30_400,3,Natural_C,1.0
276,Exp_14_400,0,Natural_C,0.9652644996813257
277,Exp_14_400,1,Natural_C,0.8971509655973651
278,Exp_14_400,2,Natural_C,0.7724697389321447
279,Exp_14_400,3,Natural_C,1.0
280,Exp_34_500,0,Natural_C,0.9586319725771268
281,Exp_34_500,1,Natural_C,0.92699733781701
282,Exp_34_500,2,Natural_C,0.8405405405405405
283,Exp_34_500,3,Natural_C,1.0
284,Exp_33_500,0,Natural_C,0.962082099026661
285,Exp_33_500,1,Natural_C,0.910027356969124
286,Exp_33_500,2,Natural_C,0.9021924412213761
287,Exp_33_500,3,Natural_C,1.0
288,Exp_31_500,0,Natural_C,0.9814236653137683
289,Exp_31_500,1,Natural_C,0.891277122772058
290,Exp_31_500,2,Natural_C,0.9513826754614121
291,Exp_31_500,3,Natural_C,1.0
292,Exp_32_500,0,Natural_C,0.9743411927877947
293,Exp_32_500,1,Natural_C,0.8792227635398282
294,Exp_32_500,2,Natural_C,0.8628090672917346
295,Exp_32_500,3,Natural_C,1.0
296,Exp_20_500,0,Natural_C,0.9643405644077558
297,Exp_20_500,1,Natural_C,0.9009009009009009
298,Exp_20_500,2,Natural_C,0.9329135952262035
299,Exp_20_500,3,Natural_C,1.0
300,Exp_6_500,0,Natural_C,0.9745243469848436
301,Exp_6_500,1,Natural_C,0.9180896478121665
302,Exp_6_500,2,Natural_C,0.8912712563374815
303,Exp_6_500,3,Natural_C,1.0
304,Exp_26_500,0,Natural_C,0.9815215581821208
305,Exp_26_500,1,Natural_C,0.872566333446747
306,Exp_26_500,2,Natural_C,0.9342546026964271
307,Exp_26_500,3,Natural_C,1.0
308,Exp_19_500,0,Natural_C,0.9465053155394707
309,Exp_19_500,1,Natural_C,0.936139735551555
310,Exp_19_500,2,Natural_C,0.8712829226847918
311,Exp_19_500,3,Natural_C,1.0
312,Exp_24_500,0,Natural_C,0.9664406310545253
313,Exp_24_500,1,Natural_C,0.801849575116882
314,Exp_24_500,2,Natural_C,0.8137984316339683
315,Exp_24_500,3,Natural_C,1.0
316,Exp_16_500,0,Natural_C,0.9966544509302029
317,Exp_16_500,1,Natural_C,0.7291245171354164
318,Exp_16_500,2,Natural_C,0.8202062622844691
319,Exp_16_500,3,Natural_C,1.0
320,Exp_29_500,0,Natural_C,0.95821778517286
321,Exp_29_500,1,Natural_C,0.8830970942593905
322,Exp_29_500,2,Natural_C,0.8017904808252663
323,Exp_29_500,3,Natural_C,1.0
324,Exp_12_500,0,Natural_C,0.9688971322585247
325,Exp_12_500,1,Natural_C,0.8735396848553141
326,Exp_12_500,2,Natural_C,0.8521858263238683
327,Exp_12_500,3,Natural_C,1.0
328,Exp_2_500,0,Natural_C,0.9907142857142857
329,Exp_2_500,1,Natural_C,0.9411155895546267
330,Exp_2_500,2,Natural_C,0.9331911538237645
331,Exp_2_500,3,Natural_C,1.0
332,Exp_9_500,0,Natural_C,0.9695508404519151
333,Exp_9_500,1,Natural_C,0.8805050039264386
334,Exp_9_500,2,Natural_C,0.8334064234919323
335,Exp_9_500,3,Natural_C,1.0
336,Exp_5_500,0,Natural_C,0.9704700438382854
337,Exp_5_500,1,Natural_C,0.9023612533012849
338,Exp_5_500,2,Natural_C,0.9025831024532683
339,Exp_5_500,3,Natural_C,1.0
340,Exp_10_500,0,Natural_C,0.9761376248612652
341,Exp_10_500,1,Natural_C,0.9095064629847238
342,Exp_10_500,2,Natural_C,0.926867525769143
343,Exp_10_500,3,Natural_C,1.0
344,Exp_3_500,0,Natural_C,0.9774239543726235
345,Exp_3_500,1,Natural_C,0.9575149902104748
346,Exp_3_500,2,Natural_C,0.869721939868013
347,Exp_3_500,3,Natural_C,1.0
348,Exp_17_500,0,Natural_C,0.9753582137968684
349,Exp_17_500,1,Natural_C,0.9627628082214821
350,Exp_17_500,2,Natural_C,0.8610519237979868
351,Exp_17_500,3,Natural_C,1.0
352,Exp_18_500,0,Natural_C,0.9664291945332946
353,Exp_18_500,1,Natural_C,0.9445105376434251
354,Exp_18_500,2,Natural_C,0.944000962734165
355,Exp_18_500,3,Natural_C,1.0
356,Exp_0_500,0,Natural_C,0.9664339882799035
357,Exp_0_500,1,Natural_C,0.8918039885699556
358,Exp_0_500,2,Natural_C,0.8890963622326405
359,Exp_0_500,3,Natural_C,1.0
360,Exp_7_500,0,Natural_C,0.9661531785636798
361,Exp_7_500,1,Natural_C,0.8197321985665756
362,Exp_7_500,2,Natural_C,0.8522712368620298
363,Exp_7_500,3,Natural_C,1.0
364,Exp_28_500,0,Natural_C,0.9472139464912539
365,Exp_28_500,1,Natural_C,0.6067637609386372
366,Exp_28_500,2,Natural_C,0.7473902515825706
367,Exp_28_500,3,Natural_C,1.0
368,Exp_27_500,0,Natural_C,0.9880023995200959
369,Exp_27_500,1,Natural_C,0.9378496567287343
370,Exp_27_500,2,Natural_C,0.8559120236298698
371,Exp_27_500,3,Natural_C,1.0
372,Exp_13_500,0,Natural_C,0.9707282246549263
373,Exp_13_500,1,Natural_C,0.8259661056354939
374,Exp_13_500,2,Natural_C,0.8417677495419165
375,Exp_13_500,3,Natural_C,1.0
376,Exp_1_500,0,Natural_C,0.9743787896801808
377,Exp_1_500,1,Natural_C,0.9257875901338372
378,Exp_1_500,2,Natural_C,0.9247770311930499
379,Exp_1_500,3,Natural_C,1.0
380,Exp_25_500,0,Natural_C,0.9836290927268183
381,Exp_25_500,1,Natural_C,0.9205449328220119
382,Exp_25_500,2,Natural_C,0.8234165698565248
383,Exp_25_500,3,Natural_C,1.0
384,Exp_11_500,0,Natural_C,0.9713810316139767
385,Exp_11_500,1,Natural_C,0.8916535730526797
386,Exp_11_500,2,Natural_C,0.8804524662541926
387,Exp_11_500,3,Natural_C,1.0
388,Exp_4_500,0,Natural_C,0.9622977186530757
389,Exp_4_500,1,Natural_C,0.7334802798943131
390,Exp_4_500,2,Natural_C,0.707376270724839
391,Exp_4_500,3,Natural_C,1.0
392,Exp_15_500,0,Natural_C,0.9703652653342523
393,Exp_15_500,1,Natural_C,0.8991682070240296
394,Exp_15_500,2,Natural_C,0.9327762225100629
395,Exp_15_500,3,Natural_C,1.0
396,Exp_21_500,0,Natural_C,0.9821102737009124
397,Exp_21_500,1,Natural_C,0.9301415102795997
398,Exp_21_500,2,Natural_C,0.8253666427547509
399,Exp_21_500,3,Natural_C,1.0
400,Exp_22_500,0,Natural_C,0.9931666666666666
401,Exp_22_500,1,Natural_C,0.8600157485177866
402,Exp_22_500,2,Natural_C,0.8758642319110164
403,Exp_22_500,3,Natural_C,1.0
404,Exp_8_500,0,Natural_C,0.9785143237841438
405,Exp_8_500,1,Natural_C,0.8349188007862924
406,Exp_8_500,2,Natural_C,0.7710703786435541
407,Exp_8_500,3,Natural_C,1.0
408,Exp_23_500,0,Natural_C,0.9975010412328197
409,Exp_23_500,1,Natural_C,0.9459701978287653
410,Exp_23_500,2,Natural_C,0.8346372194536329
411,Exp_23_500,3,Natural_C,0.5
412,Exp_30_500,0,Natural_C,0.9719785575048733
413,Exp_30_500,1,Natural_C,0.9126478796139901
414,Exp_30_500,2,Natural_C,0.8424373005250608
415,Exp_30_500,3,Natural_C,1.0
416,Exp_14_500,0,Natural_C,0.9686773014290462
417,Exp_14_500,1,Natural_C,0.9303854738684354
418,Exp_14_500,2,Natural_C,0.8077591751003739
419,Exp_14_500,3,Natural_C,1.0
0,Exp_34_300,0,DBSCAN,0.717877094972067
1,Exp_34_300,1,DBSCAN,0.5201793721973094
2,Exp_34_300,2,DBSCAN,0.5520588235294117
3,Exp_34_300,3,DBSCAN,0.5
4,Exp_33_300,0,DBSCAN,0.7487437185929648
5,Exp_33_300,1,DBSCAN,0.6120331950207469
6,Exp_33_300,2,DBSCAN,0.5653310104529616
7,Exp_33_300,3,DBSCAN,1.0
8,Exp_31_300,0,DBSCAN,0.7074468085106382
9,Exp_31_300,1,DBSCAN,0.5273348519362187
10,Exp_31_300,2,DBSCAN,0.5978062157221207
11,Exp_31_300,3,DBSCAN,1.0
12,Exp_32_300,0,DBSCAN,0.5088757396449705
13,Exp_32_300,1,DBSCAN,0.5180972078593589
14,Exp_32_300,2,DBSCAN,0.5072515033604528
15,Exp_32_300,3,DBSCAN,1.0
16,Exp_20_300,0,DBSCAN,0.8527918781725888
17,Exp_20_300,1,DBSCAN,0.8192488262910798
18,Exp_20_300,2,DBSCAN,0.6226215644820297
19,Exp_20_300,3,DBSCAN,1.0
20,Exp_6_300,0,DBSCAN,0.9639175257731959
21,Exp_6_300,1,DBSCAN,0.6626794258373205
22,Exp_6_300,2,DBSCAN,0.5717449069973428
23,Exp_6_300,3,DBSCAN,0.5
24,Exp_26_300,0,DBSCAN,0.6075268817204301
25,Exp_26_300,1,DBSCAN,0.5154914529914529
26,Exp_26_300,2,DBSCAN,0.5162758137906895
27,Exp_26_300,3,DBSCAN,0.5
28,Exp_19_300,0,DBSCAN,0.5614973262032086
29,Exp_19_300,1,DBSCAN,0.5316964285714285
30,Exp_19_300,2,DBSCAN,0.5672199170124481
31,Exp_19_300,3,DBSCAN,1.0
32,Exp_24_300,0,DBSCAN,0.6612021857923498
33,Exp_24_300,1,DBSCAN,0.528835690968444
34,Exp_24_300,2,DBSCAN,0.5928262436914203
35,Exp_24_300,3,DBSCAN,0.5
36,Exp_16_300,0,DBSCAN,0.6524064171122994
37,Exp_16_300,1,DBSCAN,0.5207423580786026
38,Exp_16_300,2,DBSCAN,0.5351951032899771
39,Exp_16_300,3,DBSCAN,1.0
40,Exp_29_300,0,DBSCAN,0.890625
41,Exp_29_300,1,DBSCAN,0.8727272727272728
42,Exp_29_300,2,DBSCAN,0.6580829756795422
43,Exp_29_300,3,DBSCAN,1.0
44,Exp_12_300,0,DBSCAN,0.5
45,Exp_12_300,1,DBSCAN,0.5660569105691057
46,Exp_12_300,2,DBSCAN,0.6380568356374808
47,Exp_12_300,3,DBSCAN,1.0
48,Exp_2_300,0,DBSCAN,0.6202185792349727
49,Exp_2_300,1,DBSCAN,0.5292072322670376
50,Exp_2_300,2,DBSCAN,0.6104129263913824
51,Exp_2_300,3,DBSCAN,1.0
52,Exp_9_300,0,DBSCAN,0.6871657754010695
53,Exp_9_300,1,DBSCAN,0.6911554921540657
54,Exp_9_300,2,DBSCAN,0.5642259414225942
55,Exp_9_300,3,DBSCAN,0.5
56,Exp_5_300,0,DBSCAN,0.6123595505617978
57,Exp_5_300,1,DBSCAN,0.526567481402763
58,Exp_5_300,2,DBSCAN,0.5433925049309665
59,Exp_5_300,3,DBSCAN,1.0
60,Exp_10_300,0,DBSCAN,0.9005235602094241
61,Exp_10_300,1,DBSCAN,0.6360062893081762
62,Exp_10_300,2,DBSCAN,0.667479674796748
63,Exp_10_300,3,DBSCAN,1.0
64,Exp_3_300,0,DBSCAN,0.8342541436464088
65,Exp_3_300,1,DBSCAN,0.5388888888888889
66,Exp_3_300,2,DBSCAN,0.5831227892875189
67,Exp_3_300,3,DBSCAN,0.5
68,Exp_17_300,0,DBSCAN,0.8220338983050848
69,Exp_17_300,1,DBSCAN,0.5275498241500586
70,Exp_17_300,2,DBSCAN,0.5433091981764548
71,Exp_17_300,3,DBSCAN,1.0
72,Exp_18_300,0,DBSCAN,0.9183673469387755
73,Exp_18_300,1,DBSCAN,0.8626760563380282
74,Exp_18_300,2,DBSCAN,0.7006457564575646
75,Exp_18_300,3,DBSCAN,1.0
76,Exp_0_300,0,DBSCAN,0.9675
77,Exp_0_300,1,DBSCAN,0.5355329949238579
78,Exp_0_300,2,DBSCAN,0.5529767911200807
79,Exp_0_300,3,DBSCAN,1.0
80,Exp_7_300,0,DBSCAN,0.7591623036649215
81,Exp_7_300,1,DBSCAN,0.6162011173184357
82,Exp_7_300,2,DBSCAN,0.7609736632083001
83,Exp_7_300,3,DBSCAN,1.0
84,Exp_28_300,0,DBSCAN,0.6846153846153846
85,Exp_28_300,1,DBSCAN,0.5494505494505495
86,Exp_28_300,2,DBSCAN,0.6292175161521896
87,Exp_28_300,3,DBSCAN,1.0
88,Exp_27_300,0,DBSCAN,0.5664739884393064
89,Exp_27_300,1,DBSCAN,0.5243271221532091
90,Exp_27_300,2,DBSCAN,0.5937373737373738
91,Exp_27_300,3,DBSCAN,1.0
92,Exp_13_300,0,DBSCAN,0.69
93,Exp_13_300,1,DBSCAN,0.5806451612903226
94,Exp_13_300,2,DBSCAN,0.5867475973697521
95,Exp_13_300,3,DBSCAN,1.0
96,Exp_1_300,0,DBSCAN,0.8159340659340659
97,Exp_1_300,1,DBSCAN,0.7155688622754491
98,Exp_1_300,2,DBSCAN,0.5688775510204082
99,Exp_1_300,3,DBSCAN,1.0
100,Exp_25_300,0,DBSCAN,0.5621761658031088
101,Exp_25_300,1,DBSCAN,0.5177029360967185
102,Exp_25_300,2,DBSCAN,0.5259596796465065
103,Exp_25_300,3,DBSCAN,1.0
104,Exp_11_300,0,DBSCAN,0.8015463917525774
105,Exp_11_300,1,DBSCAN,0.5440860215053763
106,Exp_11_300,2,DBSCAN,0.5588760035682426
107,Exp_11_300,3,DBSCAN,1.0
108,Exp_4_300,0,DBSCAN,0.6637426900584795
109,Exp_4_300,1,DBSCAN,0.658008658008658
110,Exp_4_300,2,DBSCAN,0.5281007751937985
111,Exp_4_300,3,DBSCAN,1.0
112,Exp_15_300,0,DBSCAN,0.6275510204081632
113,Exp_15_300,1,DBSCAN,0.7023346303501945
114,Exp_15_300,2,DBSCAN,0.5519935344827587
115,Exp_15_300,3,DBSCAN,1.0
116,Exp_21_300,0,DBSCAN,0.9775
117,Exp_21_300,1,DBSCAN,0.7761194029850746
118,Exp_21_300,2,DBSCAN,0.7142857142857143
119,Exp_21_300,3,DBSCAN,1.0
