,Experiment,Level,algorithm,SSM
0,Exp_30_300,0,Natural,0.8632833318205624
1,Exp_30_300,1,Natural,0.0001689172046286
2,Exp_30_300,2,Natural,4.201370541643128e-05
3,Exp_30_300,3,Natural,0.0244834060060286
0,Exp_5_300,0,Natural,0.8479227648480827
1,Exp_5_300,1,Natural,0.2018063151014525
2,Exp_5_300,2,Natural,0.287848648964682
3,Exp_5_300,3,Natural,0.1712591734491193
0,Exp_25_300,0,Natural,0.8025871750578212
1,Exp_25_300,1,Natural,0.2558126861789107
2,Exp_25_300,2,Natural,0.2002094976969312
3,Exp_25_300,3,Natural,0.1759080309541043
0,Exp_32_300,0,Natural,0.8260866285182025
1,Exp_32_300,1,Natural,0.0001478766450111
2,Exp_32_300,2,Natural,5.862880646537225e-05
3,Exp_32_300,3,Natural,0.0046595860756639
0,Exp_26_300,0,Natural,0.7972849083998701
1,Exp_26_300,1,Natural,7.753079616518521e-05
2,Exp_26_300,2,Natural,0.0007166081041676
3,Exp_26_300,3,Natural,0.0002006256534116
0,Exp_9_300,0,Natural,0.784590660285213
1,Exp_9_300,1,Natural,0.0003513018246896
2,Exp_9_300,2,Natural,0.0208605887662385
3,Exp_9_300,3,Natural,0.0009337178984264
0,Exp_16_300,0,Natural,0.8585920977953452
1,Exp_16_300,1,Natural,0.3717489905551306
2,Exp_16_300,2,Natural,0.002000978627925
3,Exp_16_300,3,Natural,0.0061829544388959
0,Exp_20_300,0,Natural,0.8194882977784932
1,Exp_20_300,1,Natural,1.2220845485713672e-05
2,Exp_20_300,2,Natural,0.0547683613484881
3,Exp_20_300,3,Natural,0.0538886945047887
0,Exp_12_300,0,Natural,0.793181944156322
1,Exp_12_300,1,Natural,0.006705869803466
2,Exp_12_300,2,Natural,0.0019574237229249
3,Exp_12_300,3,Natural,0.0066196935839084
0,Exp_33_300,0,Natural,0.7822072332959761
1,Exp_33_300,1,Natural,0.0
2,Exp_33_300,2,Natural,9.202382433807024e-05
3,Exp_33_300,3,Natural,0.0008126602978931
0,Exp_8_300,0,Natural,0.7488212533744921
1,Exp_8_300,1,Natural,0.0061629232136756
2,Exp_8_300,2,Natural,0.0561255751527592
3,Exp_8_300,3,Natural,0.0509050125091428
0,Exp_10_300,0,Natural,0.8754121749205875
1,Exp_10_300,1,Natural,9.737794932635956e-05
2,Exp_10_300,2,Natural,0.0007986540343571
3,Exp_10_300,3,Natural,0.0008833809470225
0,Exp_21_300,0,Natural,0.7926157124571409
1,Exp_21_300,1,Natural,0.0009083542133314
2,Exp_21_300,2,Natural,0.0001849665510795
3,Exp_21_300,3,Natural,0.0042602359617395
0,Exp_31_300,0,Natural,0.8859346734867081
1,Exp_31_300,1,Natural,0.7690902986851657
2,Exp_31_300,2,Natural,0.3383111812813951
3,Exp_31_300,3,Natural,0.2709989395153903
0,Exp_1_300,0,Natural,0.829688050869592
1,Exp_1_300,1,Natural,0.0095191587455889
2,Exp_1_300,2,Natural,0.0012284106277681
3,Exp_1_300,3,Natural,0.0120448611180769
0,Exp_29_300,0,Natural,0.8086589112355276
1,Exp_29_300,1,Natural,0.0002947811123624
2,Exp_29_300,2,Natural,0.0005543355186623
3,Exp_29_300,3,Natural,0.0009409664589148
0,Exp_13_300,0,Natural,0.7875103861613225
1,Exp_13_300,1,Natural,0.0013593186730898
2,Exp_13_300,2,Natural,0.0004143718680429
3,Exp_13_300,3,Natural,0.0016660266840398
0,Exp_17_300,0,Natural,0.8472390988755688
1,Exp_17_300,1,Natural,0.2603885445679733
2,Exp_17_300,2,Natural,0.0386808586367221
3,Exp_17_300,3,Natural,0.069152788978159
0,Exp_18_300,0,Natural,0.8020668016766014
1,Exp_18_300,1,Natural,5.4371166525083993e-08
2,Exp_18_300,2,Natural,0.0001814456070117
3,Exp_18_300,3,Natural,0.0222025744817834
0,Exp_11_300,0,Natural,0.8261945872372504
1,Exp_11_300,1,Natural,0.0012925633165314
2,Exp_11_300,2,Natural,0.0520529524771853
3,Exp_11_300,3,Natural,0.0543207277901207
0,Exp_23_300,0,Natural,0.8051006482783065
1,Exp_23_300,1,Natural,0.0002548393206426
2,Exp_23_300,2,Natural,0.0006583970595114
3,Exp_23_300,3,Natural,0.0008761985261443
0,Exp_0_300,0,Natural,0.7445224707464102
1,Exp_0_300,1,Natural,0.071985471758604
2,Exp_0_300,2,Natural,0.1319571151588566
3,Exp_0_300,3,Natural,0.0728495327635897
0,Exp_7_300,0,Natural,0.7982376029079291
1,Exp_7_300,1,Natural,2.8717338533623944e-05
2,Exp_7_300,2,Natural,0.006875426723285
3,Exp_7_300,3,Natural,0.006553597637239
0,Exp_24_300,0,Natural,0.8273688319712419
1,Exp_24_300,1,Natural,0.7156858501871681
2,Exp_24_300,2,Natural,4.343761484885674e-05
3,Exp_24_300,3,Natural,0.029392997471293
0,Exp_4_300,0,Natural,0.8439941073659166
1,Exp_4_300,1,Natural,6.961928943585367e-05
2,Exp_4_300,2,Natural,0.0027054623074843
3,Exp_4_300,3,Natural,0.0091030743946307
0,Exp_6_400,0,Natural,0.7737317329994957
1,Exp_6_400,1,Natural,0.000796882970617
2,Exp_6_400,2,Natural,0.0005187525712221
3,Exp_6_400,3,Natural,0.0143715894517191
0,Exp_15_400,0,Natural,0.7786924359780568
1,Exp_15_400,1,Natural,0.0008583173817224
2,Exp_15_400,2,Natural,0.0343933761608394
3,Exp_15_400,3,Natural,0.0350589794129933
0,Exp_22_400,0,Natural,0.840354532720552
1,Exp_22_400,1,Natural,0.1775252982872647
2,Exp_22_400,2,Natural,0.2419476977343728
3,Exp_22_400,3,Natural,0.1991659881079052
0,Exp_19_400,0,Natural,0.7754636087467255
1,Exp_19_400,1,Natural,0.0006224671886421
2,Exp_19_400,2,Natural,7.484909283451692e-05
3,Exp_19_400,3,Natural,0.0024301469338108
0,Exp_2_400,0,Natural,0.7462763424614742
1,Exp_2_400,1,Natural,0.1522329743062232
2,Exp_2_400,2,Natural,0.104413534828806
3,Exp_2_400,3,Natural,0.1397461063465727
0,Exp_27_400,0,Natural,0.827044155443742
1,Exp_27_400,1,Natural,0.6989750103908384
2,Exp_27_400,2,Natural,4.7188991644703285e-05
3,Exp_27_400,3,Natural,0.0854108110577448
0,Exp_34_400,0,Natural,0.8200592660659437
1,Exp_34_400,1,Natural,0.0304882626902715
2,Exp_34_400,2,Natural,0.0657166521348287
3,Exp_34_400,3,Natural,0.0387260243365038
0,Exp_3_400,0,Natural,0.7891619997445019
1,Exp_3_400,1,Natural,0.1436594485869803
2,Exp_3_400,2,Natural,0.003177578389746
3,Exp_3_400,3,Natural,0.0102814713171552
0,Exp_28_400,0,Natural,0.7785299066388541
1,Exp_28_400,1,Natural,0.4138880788208549
2,Exp_28_400,2,Natural,0.0978005713654484
3,Exp_28_400,3,Natural,0.1015042054524058
0,Exp_14_400,0,Natural,0.7974235620924757
1,Exp_14_400,1,Natural,0.49693414704598
2,Exp_14_400,2,Natural,0.2933165880000129
3,Exp_14_400,3,Natural,0.3054062032946224
0,Exp_30_400,0,Natural,0.7460188303303472
1,Exp_30_400,1,Natural,0.0007942400028941
2,Exp_30_400,2,Natural,0.000127299794382
3,Exp_30_400,3,Natural,0.0022382201878677
0,Exp_5_400,0,Natural,0.739068704906614
1,Exp_5_400,1,Natural,0.0292764514873513
2,Exp_5_400,2,Natural,0.0006088269645796
3,Exp_5_400,3,Natural,0.0013494421512466
0,Exp_25_400,0,Natural,0.8358963059755469
1,Exp_25_400,1,Natural,0.0
2,Exp_25_400,2,Natural,0.0006968395615505
3,Exp_25_400,3,Natural,0.0002147682881287
0,Exp_32_400,0,Natural,0.7781717597411741
1,Exp_32_400,1,Natural,0.0011856507853691
2,Exp_32_400,2,Natural,0.0004832062093547
3,Exp_32_400,3,Natural,0.0020513638395407
0,Exp_26_400,0,Natural,0.7263651730738517
1,Exp_26_400,1,Natural,0.0001097119042753
2,Exp_26_400,2,Natural,0.001345670440865
3,Exp_26_400,3,Natural,0.0285842009373215
0,Exp_9_400,0,Natural,0.8267467195292223
1,Exp_9_400,1,Natural,1.780862266333247e-07
2,Exp_9_400,2,Natural,0.002541926144781
3,Exp_9_400,3,Natural,0.0009499204233387
0,Exp_16_400,0,Natural,0.8383526887575209
1,Exp_16_400,1,Natural,0.7112065825020754
2,Exp_16_400,2,Natural,0.0
3,Exp_16_400,3,Natural,0.0178349479306742
0,Exp_20_400,0,Natural,0.8561170911403987
1,Exp_20_400,1,Natural,0.0025729899006701
2,Exp_20_400,2,Natural,0.0005348985424411
3,Exp_20_400,3,Natural,0.0644218843086774
0,Exp_12_400,0,Natural,0.8043403063840334
1,Exp_12_400,1,Natural,0.0005862099871442
2,Exp_12_400,2,Natural,0.0004983351112925
3,Exp_12_400,3,Natural,0.0064354445824497
0,Exp_33_400,0,Natural,0.7429731933567592
1,Exp_33_400,1,Natural,0.0515229500473495
2,Exp_33_400,2,Natural,5.8998830351351956e-08
3,Exp_33_400,3,Natural,0.0030030492152403
0,Exp_8_400,0,Natural,0.7748204783315112
1,Exp_8_400,1,Natural,0.23922618791542
2,Exp_8_400,2,Natural,0.1116421850223371
3,Exp_8_400,3,Natural,0.1451591101007651
0,Exp_10_400,0,Natural,0.7393811526085567
1,Exp_10_400,1,Natural,0.0004145876704322
2,Exp_10_400,2,Natural,0.0005175681251215
3,Exp_10_400,3,Natural,0.0003380776476233
0,Exp_21_400,0,Natural,0.6661925263319906
1,Exp_21_400,1,Natural,0.0005951007814286
2,Exp_21_400,2,Natural,0.0005670833724343
3,Exp_21_400,3,Natural,0.0056718079360772
0,Exp_31_400,0,Natural,0.8084304491281189
1,Exp_31_400,1,Natural,0.0002200915656706
2,Exp_31_400,2,Natural,0.0005232415868663
3,Exp_31_400,3,Natural,0.0015587642216733
0,Exp_1_400,0,Natural,0.7821204532974314
1,Exp_1_400,1,Natural,4.964318869280257e-09
2,Exp_1_400,2,Natural,0.0002823498124591
3,Exp_1_400,3,Natural,0.0004539274456271
0,Exp_29_400,0,Natural,0.8812399787212394
1,Exp_29_400,1,Natural,0.0
2,Exp_29_400,2,Natural,0.0005282468991796
3,Exp_29_400,3,Natural,0.0077174795203777
0,Exp_13_400,0,Natural,0.8634298437776338
1,Exp_13_400,1,Natural,7.332421309645711e-05
2,Exp_13_400,2,Natural,0.000916893316334
3,Exp_13_400,3,Natural,0.0493861146360895
0,Exp_17_400,0,Natural,0.7808431271282092
1,Exp_17_400,1,Natural,0.1972334141637833
2,Exp_17_400,2,Natural,0.0003263623399466
3,Exp_17_400,3,Natural,0.0011669608340957
0,Exp_18_400,0,Natural,0.8610066584788553
1,Exp_18_400,1,Natural,0.6365720084472832
2,Exp_18_400,2,Natural,0.5109378060831204
3,Exp_18_400,3,Natural,0.493386149407171
0,Exp_11_400,0,Natural,0.8293763899235717
1,Exp_11_400,1,Natural,4.677887028329834e-07
2,Exp_11_400,2,Natural,0.0109179888021042
3,Exp_11_400,3,Natural,0.0004309815863091
0,Exp_23_400,0,Natural,0.7907491180521827
1,Exp_23_400,1,Natural,0.4135628775518563
2,Exp_23_400,2,Natural,0.0659237166910259
3,Exp_23_400,3,Natural,0.0611655528784291
0,Exp_0_400,0,Natural,0.8761953542006732
1,Exp_0_400,1,Natural,0.0272037890569183
2,Exp_0_400,2,Natural,0.005911502008184
3,Exp_0_400,3,Natural,0.0005649426954092
0,Exp_7_400,0,Natural,0.807886690241879
1,Exp_7_400,1,Natural,0.0755399666334837
2,Exp_7_400,2,Natural,0.1710075040756364
3,Exp_7_400,3,Natural,0.0458171417027506
0,Exp_24_400,0,Natural,0.8202149421905005
1,Exp_24_400,1,Natural,8.400760890393041e-05
2,Exp_24_400,2,Natural,0.0001837961211388
3,Exp_24_400,3,Natural,0.007476130044607
0,Exp_4_400,0,Natural,0.7950699473434122
1,Exp_4_400,1,Natural,0.0
2,Exp_4_400,2,Natural,0.0001085482045727
3,Exp_4_400,3,Natural,0.0007028758020178
0,Exp_6_500,0,Natural,0.7888315052083567
1,Exp_6_500,1,Natural,0.4189015189019105
2,Exp_6_500,2,Natural,0.1224855446697283
3,Exp_6_500,3,Natural,0.0800796848577473
0,Exp_15_500,0,Natural,0.733763370615034
1,Exp_15_500,1,Natural,0.0642069645130137
2,Exp_15_500,2,Natural,3.839344570223328e-05
3,Exp_15_500,3,Natural,0.0367326856260447
0,Exp_22_500,0,Natural,0.7714690601799314
1,Exp_22_500,1,Natural,0.0002716048516031
2,Exp_22_500,2,Natural,0.0098184502788917
3,Exp_22_500,3,Natural,0.0079690764166389
0,Exp_19_500,0,Natural,0.7461314774368109
1,Exp_19_500,1,Natural,0.6621258205408554
2,Exp_19_500,2,Natural,0.6488873237899945
3,Exp_19_500,3,Natural,0.297348143716324
0,Exp_2_500,0,Natural,0.7934249757636697
1,Exp_2_500,1,Natural,0.0001974953461451
2,Exp_2_500,2,Natural,0.0002236573202938
3,Exp_2_500,3,Natural,0.0004835794333926
0,Exp_27_500,0,Natural,0.8164311620778479
1,Exp_27_500,1,Natural,3.1034039162713255e-05
2,Exp_27_500,2,Natural,0.0010326542009963
3,Exp_27_500,3,Natural,0.0115266161751232
0,Exp_34_500,0,Natural,0.7657939780764863
1,Exp_34_500,1,Natural,0.0007395486288217
2,Exp_34_500,2,Natural,0.0001044462401604
3,Exp_34_500,3,Natural,0.0005259523553048
0,Exp_3_500,0,Natural,0.8440349955484163
1,Exp_3_500,1,Natural,0.7445646038520146
2,Exp_3_500,2,Natural,0.3510291474889702
3,Exp_3_500,3,Natural,0.1513542603586006
0,Exp_28_500,0,Natural,0.8346793406331189
1,Exp_28_500,1,Natural,0.017465592182361
2,Exp_28_500,2,Natural,0.000969766262743
3,Exp_28_500,3,Natural,0.0019861223307754
0,Exp_14_500,0,Natural,0.8296884858473742
1,Exp_14_500,1,Natural,0.6314450259879982
2,Exp_14_500,2,Natural,8.192604306886544e-05
3,Exp_14_500,3,Natural,0.02984141253912
0,Exp_30_500,0,Natural,0.8025605477381464
1,Exp_30_500,1,Natural,0.0050891424748088
2,Exp_30_500,2,Natural,1.252683421813658e-05
3,Exp_30_500,3,Natural,0.0006675357798801
0,Exp_5_500,0,Natural,0.7592115748706014
1,Exp_5_500,1,Natural,0.6659277696502731
2,Exp_5_500,2,Natural,0.1466373175050001
3,Exp_5_500,3,Natural,0.1186609651148249
0,Exp_25_500,0,Natural,0.7129461088725845
1,Exp_25_500,1,Natural,0.0004657609922948
2,Exp_25_500,2,Natural,9.246223262738105e-05
3,Exp_25_500,3,Natural,0.0442781429495155
0,Exp_32_500,0,Natural,0.8434451904695709
1,Exp_32_500,1,Natural,6.893040151153134e-09
2,Exp_32_500,2,Natural,1.1026526881242053e-06
3,Exp_32_500,3,Natural,0.0007747845590073
0,Exp_26_500,0,Natural,0.7593614417929591
1,Exp_26_500,1,Natural,1.0602493992136208e-05
2,Exp_26_500,2,Natural,0.000173557046791
3,Exp_26_500,3,Natural,0.0007000170012164
0,Exp_9_500,0,Natural,0.8541493940733285
1,Exp_9_500,1,Natural,0.1432287208814747
2,Exp_9_500,2,Natural,0.0870301091948907
3,Exp_9_500,3,Natural,0.03663369595471
0,Exp_16_500,0,Natural,0.7888266914631565
1,Exp_16_500,1,Natural,7.070266423561309e-06
2,Exp_16_500,2,Natural,0.0019300830398869
3,Exp_16_500,3,Natural,0.0006777996226188
0,Exp_20_500,0,Natural,0.8737736112429215
1,Exp_20_500,1,Natural,0.0010535762775344
2,Exp_20_500,2,Natural,0.0021567478919643
3,Exp_20_500,3,Natural,0.0657814521963447
0,Exp_12_500,0,Natural,0.7682412418742058
1,Exp_12_500,1,Natural,0.5745431158823651
2,Exp_12_500,2,Natural,0.0011685681556502
3,Exp_12_500,3,Natural,0.0105119541542142
0,Exp_33_500,0,Natural,0.7841126975294357
1,Exp_33_500,1,Natural,0.0009681068478666
2,Exp_33_500,2,Natural,0.000423094978793
3,Exp_33_500,3,Natural,0.000462959255516
0,Exp_8_500,0,Natural,0.7651552534242243
1,Exp_8_500,1,Natural,0.2465351783569278
2,Exp_8_500,2,Natural,0.0845401599868371
3,Exp_8_500,3,Natural,0.040544256991632
0,Exp_10_500,0,Natural,0.8086280944416744
1,Exp_10_500,1,Natural,0.0007079591995387
2,Exp_10_500,2,Natural,0.0006963632487728
3,Exp_10_500,3,Natural,0.0013552640510831
0,Exp_21_500,0,Natural,0.7561909815208374
1,Exp_21_500,1,Natural,0.0002803417615365
2,Exp_21_500,2,Natural,0.0023794213543731
3,Exp_21_500,3,Natural,0.0008615271429587
0,Exp_31_500,0,Natural,0.8218689689504677
1,Exp_31_500,1,Natural,0.0
2,Exp_31_500,2,Natural,7.721744200326011e-05
3,Exp_31_500,3,Natural,0.0016351347017443
0,Exp_1_500,0,Natural,0.8325997924576101
1,Exp_1_500,1,Natural,0.0029910667224359
2,Exp_1_500,2,Natural,0.0093924742125534
3,Exp_1_500,3,Natural,0.0008978362907126
0,Exp_29_500,0,Natural,0.7344088476530882
1,Exp_29_500,1,Natural,0.0040221038096071
2,Exp_29_500,2,Natural,0.0103349313060389
3,Exp_29_500,3,Natural,0.0003977943386258
0,Exp_13_500,0,Natural,0.8576826901057824
1,Exp_13_500,1,Natural,0.2161696832871046
2,Exp_13_500,2,Natural,0.0076998171811486
3,Exp_13_500,3,Natural,0.0103251795805012
0,Exp_17_500,0,Natural,0.7596106536538181
1,Exp_17_500,1,Natural,0.0
2,Exp_17_500,2,Natural,0.0
3,Exp_17_500,3,Natural,0.0006729677374109
0,Exp_18_500,0,Natural,0.7735251483882087
1,Exp_18_500,1,Natural,0.0012764927599465
2,Exp_18_500,2,Natural,0.0003826230781128
3,Exp_18_500,3,Natural,0.0009355860057938
0,Exp_11_500,0,Natural,0.8185636426007724
1,Exp_11_500,1,Natural,0.007233680736103
2,Exp_11_500,2,Natural,0.0007358912530964
3,Exp_11_500,3,Natural,0.0259323992745368
0,Exp_23_500,0,Natural,0.8467992029467042
1,Exp_23_500,1,Natural,2.4699664188057994e-09
2,Exp_23_500,2,Natural,0.0009340845786639
3,Exp_23_500,3,Natural,0.0014597075612172
0,Exp_0_500,0,Natural,0.7688528530583542
1,Exp_0_500,1,Natural,0.0005031652571774
2,Exp_0_500,2,Natural,0.0005155941596613
3,Exp_0_500,3,Natural,0.0006359576140212
0,Exp_7_500,0,Natural,0.7820537081343532
1,Exp_7_500,1,Natural,0.3262477656630562
2,Exp_7_500,2,Natural,0.0044098626507794
3,Exp_7_500,3,Natural,0.0154467113397502
0,Exp_24_500,0,Natural,0.7565075966575096
1,Exp_24_500,1,Natural,0.0027005982142835
2,Exp_24_500,2,Natural,0.0003685516362652
3,Exp_24_500,3,Natural,0.0031651661513649
0,Exp_4_500,0,Natural,0.8048870623583716
1,Exp_4_500,1,Natural,0.0247867094971309
2,Exp_4_500,2,Natural,0.0090280052130122
3,Exp_4_500,3,Natural,0.004461273186713
0,Exp_6_300,0,DBSCAN,0.8268825187195549
1,Exp_6_300,1,DBSCAN,0.0055736819671443
2,Exp_6_300,2,DBSCAN,0.0005217280222474
3,Exp_6_300,3,DBSCAN,0.0008681639592098
0,Exp_15_300,0,DBSCAN,0.7641268747654759
1,Exp_15_300,1,DBSCAN,0.6297100796510637
2,Exp_15_300,2,DBSCAN,0.1865160129503804
3,Exp_15_300,3,DBSCAN,0.3299405881880601
0,Exp_22_300,0,DBSCAN,0.8384094283878508
1,Exp_22_300,1,DBSCAN,0.4001982606354746
2,Exp_22_300,2,DBSCAN,0.0082531259216101
3,Exp_22_300,3,DBSCAN,0.0060091087576144
0,Exp_19_300,0,DBSCAN,0.7436269336324413
1,Exp_19_300,1,DBSCAN,0.4889900939424104
2,Exp_19_300,2,DBSCAN,0.0580849697305438
3,Exp_19_300,3,DBSCAN,0.0453849945706795
0,Exp_2_300,0,DBSCAN,0.8338567310352168
1,Exp_2_300,1,DBSCAN,0.0112252115961846
2,Exp_2_300,2,DBSCAN,0.0009033855233979
3,Exp_2_300,3,DBSCAN,0.0044858191331289
0,Exp_27_300,0,DBSCAN,0.8449612758035249
1,Exp_27_300,1,DBSCAN,0.0850640231753623
2,Exp_27_300,2,DBSCAN,0.0655436094482413
3,Exp_27_300,3,DBSCAN,0.015546819766565
0,Exp_34_300,0,DBSCAN,0.837650001203558
1,Exp_34_300,1,DBSCAN,0.089185556563591
2,Exp_34_300,2,DBSCAN,0.0085620854153893
3,Exp_34_300,3,DBSCAN,0.0063685249250248
0,Exp_3_300,0,DBSCAN,0.7524836544314231
1,Exp_3_300,1,DBSCAN,0.0502596639407697
2,Exp_3_300,2,DBSCAN,0.011205019011334
3,Exp_3_300,3,DBSCAN,0.0045581299352933
0,Exp_28_300,0,DBSCAN,0.7616615557717971
1,Exp_28_300,1,DBSCAN,0.651972096988816
2,Exp_28_300,2,DBSCAN,0.3457310686252808
3,Exp_28_300,3,DBSCAN,0.134304992661274
0,Exp_14_300,0,DBSCAN,0.7828769708258815
1,Exp_14_300,1,DBSCAN,0.1176073970063084
2,Exp_14_300,2,DBSCAN,0.0770242150526698
3,Exp_14_300,3,DBSCAN,0.0759019398816323
0,Exp_30_300,0,DBSCAN,0.8632833318205624
1,Exp_30_300,1,DBSCAN,0.0184663652391369
2,Exp_30_300,2,DBSCAN,0.0004315491206098
3,Exp_30_300,3,DBSCAN,0.0001475910771498
0,Exp_5_300,0,DBSCAN,0.8479227648480827
1,Exp_5_300,1,DBSCAN,0.0321185328123532
2,Exp_5_300,2,DBSCAN,0.0200598316930096
3,Exp_5_300,3,DBSCAN,0.0097089468116862
0,Exp_25_300,0,DBSCAN,0.8025871750578212
1,Exp_25_300,1,DBSCAN,0.2507545092001241
2,Exp_25_300,2,DBSCAN,0.0318688723264532
3,Exp_25_300,3,DBSCAN,0.0128183695223982
0,Exp_32_300,0,DBSCAN,0.8260866285182025
1,Exp_32_300,1,DBSCAN,0.0250424543818257
2,Exp_32_300,2,DBSCAN,0.0017180643150371
3,Exp_32_300,3,DBSCAN,0.0032690115300973
0,Exp_26_300,0,DBSCAN,0.7972849083998701
1,Exp_26_300,1,DBSCAN,0.3056289768097797
2,Exp_26_300,2,DBSCAN,0.0523530730111355
3,Exp_26_300,3,DBSCAN,0.0161247467631256
0,Exp_9_300,0,DBSCAN,0.784590660285213
1,Exp_9_300,1,DBSCAN,0.0563971098863553
2,Exp_9_300,2,DBSCAN,0.0342172982593111
3,Exp_9_300,3,DBSCAN,0.0405731999989652
0,Exp_16_300,0,DBSCAN,0.8585920977953452
1,Exp_16_300,1,DBSCAN,0.0157786595219012
2,Exp_16_300,2,DBSCAN,0.0003200627948504
3,Exp_16_300,3,DBSCAN,1.728030084099827e-05
0,Exp_20_300,0,DBSCAN,0.8194882977784932
1,Exp_20_300,1,DBSCAN,0.8149261554203522
2,Exp_20_300,2,DBSCAN,0.1010973416141243
3,Exp_20_300,3,DBSCAN,0.0188439462263973
0,Exp_12_300,0,DBSCAN,0.793181944156322
1,Exp_12_300,1,DBSCAN,0.0786153569199078
2,Exp_12_300,2,DBSCAN,0.0011869894045364
3,Exp_12_300,3,DBSCAN,0.0001777599016307
0,Exp_33_300,0,DBSCAN,0.7822072332959761
1,Exp_33_300,1,DBSCAN,0.511342664355761
2,Exp_33_300,2,DBSCAN,0.4430398554427777
3,Exp_33_300,3,DBSCAN,0.0713508413620554
0,Exp_8_300,0,DBSCAN,0.7488212533744921
1,Exp_8_300,1,DBSCAN,0.0300290718214149
2,Exp_8_300,2,DBSCAN,0.0003758112999364
3,Exp_8_300,3,DBSCAN,1.3739650644955187e-05
0,Exp_10_300,0,DBSCAN,0.8754121749205875
1,Exp_10_300,1,DBSCAN,0.0367579593192326
2,Exp_10_300,2,DBSCAN,0.0012981587290911
3,Exp_10_300,3,DBSCAN,0.0007081410283493
0,Exp_21_300,0,DBSCAN,0.7926157124571409
1,Exp_21_300,1,DBSCAN,0.7035801919705895
2,Exp_21_300,2,DBSCAN,0.130562880751875
3,Exp_21_300,3,DBSCAN,0.1123122244213697
0,Exp_31_300,0,DBSCAN,0.8859346734867081
1,Exp_31_300,1,DBSCAN,0.0085920657546429
2,Exp_31_300,2,DBSCAN,0.0145724108656961
3,Exp_31_300,3,DBSCAN,0.0021410637015025
0,Exp_1_300,0,DBSCAN,0.829688050869592
1,Exp_1_300,1,DBSCAN,0.2441650684024854
2,Exp_1_300,2,DBSCAN,0.0064491223436266
3,Exp_1_300,3,DBSCAN,0.0002365410398486
0,Exp_29_300,0,DBSCAN,0.8086589112355276
1,Exp_29_300,1,DBSCAN,0.0918617244104829
2,Exp_29_300,2,DBSCAN,0.0016971963444305
3,Exp_29_300,3,DBSCAN,0.0001722590555076
0,Exp_13_300,0,DBSCAN,0.7875103861613225
1,Exp_13_300,1,DBSCAN,0.0123370061311451
2,Exp_13_300,2,DBSCAN,0.0010441448250692
3,Exp_13_300,3,DBSCAN,0.0061958653083564
0,Exp_17_300,0,DBSCAN,0.8472390988755688
1,Exp_17_300,1,DBSCAN,0.0242914131566709
2,Exp_17_300,2,DBSCAN,0.0436144233862634
3,Exp_17_300,3,DBSCAN,0.0049678762606964
0,Exp_18_300,0,DBSCAN,0.8020668016766014
1,Exp_18_300,1,DBSCAN,0.0974149518155267
2,Exp_18_300,2,DBSCAN,0.0180105798624104
3,Exp_18_300,3,DBSCAN,0.0101192513182046
0,Exp_11_300,0,DBSCAN,0.8261945872372504
1,Exp_11_300,1,DBSCAN,0.0386521608678955
2,Exp_11_300,2,DBSCAN,0.0057479470489731
3,Exp_11_300,3,DBSCAN,0.0065525512022066
0,Exp_23_300,0,DBSCAN,0.8051006482783065
1,Exp_23_300,1,DBSCAN,0.7153970868514579
2,Exp_23_300,2,DBSCAN,0.0839822360557018
3,Exp_23_300,3,DBSCAN,0.10762389607372
