,Experiment,Level,algorithm,SSM
0,Exp_0_300,0,DBSCAN,0.7445224707464102
1,Exp_0_300,1,DBSCAN,0.1579084728278006
2,Exp_0_300,2,DBSCAN,0.0137192350827254
3,Exp_0_300,3,DBSCAN,0.0091122497116503
0,Exp_7_300,0,DBSCAN,0.7982376029079291
1,Exp_7_300,1,DBSCAN,0.0432344406270192
2,Exp_7_300,2,DBSCAN,0.0030463384956236
3,Exp_7_300,3,DBSCAN,0.0056661951393142
0,Exp_24_300,0,DBSCAN,0.8273688319712419
1,Exp_24_300,1,DBSCAN,0.0376818430785272
2,Exp_24_300,2,DBSCAN,0.1192331680023617
3,Exp_24_300,3,DBSCAN,0.0034574077192279
0,Exp_4_300,0,DBSCAN,0.8439941073659166
1,Exp_4_300,1,DBSCAN,0.5459027269929783
2,Exp_4_300,2,DBSCAN,0.1191493056366381
3,Exp_4_300,3,DBSCAN,0.0695717526061194
0,Exp_6_400,0,DBSCAN,0.7737317329994957
1,Exp_6_400,1,DBSCAN,0.2011672297276606
2,Exp_6_400,2,DBSCAN,0.0175778814511219
3,Exp_6_400,3,DBSCAN,0.0169993327397287
0,Exp_15_400,0,DBSCAN,0.7786924359780568
1,Exp_15_400,1,DBSCAN,0.0330132068720395
2,Exp_15_400,2,DBSCAN,0.0021742907195644
3,Exp_15_400,3,DBSCAN,0.0009640371472849
0,Exp_22_400,0,DBSCAN,0.840354532720552
1,Exp_22_400,1,DBSCAN,0.2342090280231591
2,Exp_22_400,2,DBSCAN,0.0195416507936748
3,Exp_22_400,3,DBSCAN,0.0179023995003794
0,Exp_19_400,0,DBSCAN,0.7754636087467255
1,Exp_19_400,1,DBSCAN,0.0877415518860567
2,Exp_19_400,2,DBSCAN,0.1338431108288345
3,Exp_19_400,3,DBSCAN,0.0240935034448761
0,Exp_2_400,0,DBSCAN,0.7462763424614742
1,Exp_2_400,1,DBSCAN,0.0308044732500047
2,Exp_2_400,2,DBSCAN,0.0146933377090695
3,Exp_2_400,3,DBSCAN,0.0052129852463679
0,Exp_27_400,0,DBSCAN,0.827044155443742
1,Exp_27_400,1,DBSCAN,0.1023471666058335
2,Exp_27_400,2,DBSCAN,0.0028628587131595
3,Exp_27_400,3,DBSCAN,0.0013300122323806
0,Exp_34_400,0,DBSCAN,0.8200592660659437
1,Exp_34_400,1,DBSCAN,0.2276505062430116
2,Exp_34_400,2,DBSCAN,0.1689992845646465
3,Exp_34_400,3,DBSCAN,0.0439330518410178
0,Exp_3_400,0,DBSCAN,0.7891619997445019
1,Exp_3_400,1,DBSCAN,0.0086103064414343
2,Exp_3_400,2,DBSCAN,0.0003045164941449
3,Exp_3_400,3,DBSCAN,0.0007937708865807
0,Exp_28_400,0,DBSCAN,0.7785299066388541
1,Exp_28_400,1,DBSCAN,0.0114266312710843
2,Exp_28_400,2,DBSCAN,0.0006771916793062
3,Exp_28_400,3,DBSCAN,0.0059100060315113
0,Exp_14_400,0,DBSCAN,0.7974235620924757
1,Exp_14_400,1,DBSCAN,0.038031408087504
2,Exp_14_400,2,DBSCAN,0.1484786256038289
3,Exp_14_400,3,DBSCAN,0.1729579231086272
0,Exp_30_400,0,DBSCAN,0.7460188303303472
1,Exp_30_400,1,DBSCAN,0.7900530218168085
2,Exp_30_400,2,DBSCAN,0.0675267601948678
3,Exp_30_400,3,DBSCAN,0.0165690745535172
0,Exp_5_400,0,DBSCAN,0.739068704906614
1,Exp_5_400,1,DBSCAN,0.152752470535412
2,Exp_5_400,2,DBSCAN,0.1154454373183899
3,Exp_5_400,3,DBSCAN,0.0502361162175738
0,Exp_25_400,0,DBSCAN,0.8358963059755469
1,Exp_25_400,1,DBSCAN,0.0225815593970938
2,Exp_25_400,2,DBSCAN,0.0687663998717687
3,Exp_25_400,3,DBSCAN,0.063600112080972
0,Exp_32_400,0,DBSCAN,0.7781717597411741
1,Exp_32_400,1,DBSCAN,0.015589627107339
2,Exp_32_400,2,DBSCAN,0.0014459475780081
3,Exp_32_400,3,DBSCAN,0.0009514350848691
0,Exp_26_400,0,DBSCAN,0.7263651730738517
1,Exp_26_400,1,DBSCAN,0.0129726633554351
2,Exp_26_400,2,DBSCAN,0.0007865903818406
3,Exp_26_400,3,DBSCAN,0.0036283962247677
0,Exp_9_400,0,DBSCAN,0.8267467195292223
1,Exp_9_400,1,DBSCAN,0.5231454342221652
2,Exp_9_400,2,DBSCAN,0.1716915257999803
3,Exp_9_400,3,DBSCAN,0.1074729455467177
0,Exp_16_400,0,DBSCAN,0.8383526887575209
1,Exp_16_400,1,DBSCAN,0.043930690255605
2,Exp_16_400,2,DBSCAN,0.0342345218586677
3,Exp_16_400,3,DBSCAN,0.0206172734607085
0,Exp_20_400,0,DBSCAN,0.8561170911403987
1,Exp_20_400,1,DBSCAN,0.3854816970376611
2,Exp_20_400,2,DBSCAN,0.519230987443843
3,Exp_20_400,3,DBSCAN,0.195262095878262
0,Exp_12_400,0,DBSCAN,0.8043403063840334
1,Exp_12_400,1,DBSCAN,0.5851305385992667
2,Exp_12_400,2,DBSCAN,0.1508541958770214
3,Exp_12_400,3,DBSCAN,0.0209299094387521
0,Exp_33_400,0,DBSCAN,0.7429731933567592
1,Exp_33_400,1,DBSCAN,0.2279257911965596
2,Exp_33_400,2,DBSCAN,0.0298035837499893
3,Exp_33_400,3,DBSCAN,0.0382514177098746
0,Exp_8_400,0,DBSCAN,0.7748204783315112
1,Exp_8_400,1,DBSCAN,0.0221267587664107
2,Exp_8_400,2,DBSCAN,0.0247419905666376
3,Exp_8_400,3,DBSCAN,0.0059578060827048
0,Exp_10_400,0,DBSCAN,0.7393811526085567
1,Exp_10_400,1,DBSCAN,0.6332508809001978
2,Exp_10_400,2,DBSCAN,0.014546585611915
3,Exp_10_400,3,DBSCAN,0.0006244364750443
0,Exp_21_400,0,DBSCAN,0.6661925263319906
1,Exp_21_400,1,DBSCAN,0.0315075076274693
2,Exp_21_400,2,DBSCAN,0.0044755393748622
3,Exp_21_400,3,DBSCAN,0.0063098367707679
0,Exp_31_400,0,DBSCAN,0.8084304491281189
1,Exp_31_400,1,DBSCAN,0.0449193663619773
2,Exp_31_400,2,DBSCAN,0.0129623368131811
3,Exp_31_400,3,DBSCAN,0.0050348039955019
0,Exp_1_400,0,DBSCAN,0.7821204532974314
1,Exp_1_400,1,DBSCAN,0.6826972678911922
2,Exp_1_400,2,DBSCAN,0.0241286719831535
3,Exp_1_400,3,DBSCAN,0.0216194786065405
0,Exp_29_400,0,DBSCAN,0.8812399787212394
1,Exp_29_400,1,DBSCAN,0.0255323169304882
2,Exp_29_400,2,DBSCAN,0.0158164108763025
3,Exp_29_400,3,DBSCAN,0.0122222359123819
0,Exp_13_400,0,DBSCAN,0.8634298437776338
1,Exp_13_400,1,DBSCAN,0.0543236639023663
2,Exp_13_400,2,DBSCAN,0.0914353857336165
3,Exp_13_400,3,DBSCAN,0.0300504438059594
0,Exp_17_400,0,DBSCAN,0.7808431271282092
1,Exp_17_400,1,DBSCAN,0.0157935162585733
2,Exp_17_400,2,DBSCAN,0.0297548881010839
3,Exp_17_400,3,DBSCAN,0.0094076391657399
0,Exp_18_400,0,DBSCAN,0.8610066584788553
1,Exp_18_400,1,DBSCAN,0.1006676290634898
2,Exp_18_400,2,DBSCAN,0.079823469492435
3,Exp_18_400,3,DBSCAN,0.02895615039545
0,Exp_11_400,0,DBSCAN,0.8293763899235717
1,Exp_11_400,1,DBSCAN,0.088804314729847
2,Exp_11_400,2,DBSCAN,0.0906770071503245
3,Exp_11_400,3,DBSCAN,0.0100343366525653
0,Exp_23_400,0,DBSCAN,0.7907491180521827
1,Exp_23_400,1,DBSCAN,0.0067672994647923
2,Exp_23_400,2,DBSCAN,0.0002899834203337
3,Exp_23_400,3,DBSCAN,0.0003424355925563
0,Exp_0_400,0,DBSCAN,0.8761953542006732
1,Exp_0_400,1,DBSCAN,0.0236495546885104
2,Exp_0_400,2,DBSCAN,0.0032748751007935
3,Exp_0_400,3,DBSCAN,0.0045284001201813
0,Exp_7_400,0,DBSCAN,0.807886690241879
1,Exp_7_400,1,DBSCAN,0.0400863152713662
2,Exp_7_400,2,DBSCAN,0.0065984805806149
3,Exp_7_400,3,DBSCAN,0.0055843702632092
0,Exp_24_400,0,DBSCAN,0.8202149421905005
1,Exp_24_400,1,DBSCAN,0.7183260819614229
2,Exp_24_400,2,DBSCAN,0.077885675328236
3,Exp_24_400,3,DBSCAN,0.0274922781192117
0,Exp_4_400,0,DBSCAN,0.7950699473434122
1,Exp_4_400,1,DBSCAN,0.1190375304518452
2,Exp_4_400,2,DBSCAN,0.0065873170063155
3,Exp_4_400,3,DBSCAN,0.0055663035257829
0,Exp_6_500,0,DBSCAN,0.7888315052083567
1,Exp_6_500,1,DBSCAN,0.0196420221029942
2,Exp_6_500,2,DBSCAN,0.0007385902310187
3,Exp_6_500,3,DBSCAN,0.0002432036223066
0,Exp_15_500,0,DBSCAN,0.733763370615034
1,Exp_15_500,1,DBSCAN,0.0154153451134371
2,Exp_15_500,2,DBSCAN,0.0006418823176636
3,Exp_15_500,3,DBSCAN,0.0004047848420852
0,Exp_22_500,0,DBSCAN,0.7714690601799314
1,Exp_22_500,1,DBSCAN,0.4428207557642667
2,Exp_22_500,2,DBSCAN,0.017849579260647
3,Exp_22_500,3,DBSCAN,0.0018670404044941
0,Exp_19_500,0,DBSCAN,0.7461314774368109
1,Exp_19_500,1,DBSCAN,0.0141544576918653
2,Exp_19_500,2,DBSCAN,0.0039797984007787
3,Exp_19_500,3,DBSCAN,0.0092790522209586
0,Exp_2_500,0,DBSCAN,0.7934249757636697
1,Exp_2_500,1,DBSCAN,0.3045326794513913
2,Exp_2_500,2,DBSCAN,0.0731216523222292
3,Exp_2_500,3,DBSCAN,0.0618112086543473
0,Exp_27_500,0,DBSCAN,0.8164311620778479
1,Exp_27_500,1,DBSCAN,0.0138550026559431
2,Exp_27_500,2,DBSCAN,0.0011574322061944
3,Exp_27_500,3,DBSCAN,0.0017690082270024
0,Exp_34_500,0,DBSCAN,0.7657939780764863
1,Exp_34_500,1,DBSCAN,0.7698410972754568
2,Exp_34_500,2,DBSCAN,0.0441470055636747
3,Exp_34_500,3,DBSCAN,0.0326851028467878
0,Exp_3_500,0,DBSCAN,0.8440349955484163
1,Exp_3_500,1,DBSCAN,6.552913624734837e-05
2,Exp_3_500,2,DBSCAN,0.0324692937109457
3,Exp_3_500,3,DBSCAN,0.0179001076271958
0,Exp_28_500,0,DBSCAN,0.8346793406331189
1,Exp_28_500,1,DBSCAN,0.2373447177642611
2,Exp_28_500,2,DBSCAN,0.1517844446794602
3,Exp_28_500,3,DBSCAN,0.2837157831025776
0,Exp_14_500,0,DBSCAN,0.8296884858473742
1,Exp_14_500,1,DBSCAN,0.0335579338174918
2,Exp_14_500,2,DBSCAN,0.097726804427492
3,Exp_14_500,3,DBSCAN,0.0679986585634672
0,Exp_30_500,0,DBSCAN,0.8025605477381464
1,Exp_30_500,1,DBSCAN,0.1110965238490948
2,Exp_30_500,2,DBSCAN,0.2230524420987364
3,Exp_30_500,3,DBSCAN,0.0848437836775295
0,Exp_5_500,0,DBSCAN,0.7592115748706014
1,Exp_5_500,1,DBSCAN,0.0257691292677134
2,Exp_5_500,2,DBSCAN,0.0291149669979305
3,Exp_5_500,3,DBSCAN,0.007243009898711
0,Exp_25_500,0,DBSCAN,0.7129461088725845
1,Exp_25_500,1,DBSCAN,0.2937669284593672
2,Exp_25_500,2,DBSCAN,0.0158301888807605
3,Exp_25_500,3,DBSCAN,0.0052305990560844
0,Exp_32_500,0,DBSCAN,0.8434451904695709
1,Exp_32_500,1,DBSCAN,0.2894668463673731
2,Exp_32_500,2,DBSCAN,0.1017277417339251
3,Exp_32_500,3,DBSCAN,0.0215820472664015
0,Exp_26_500,0,DBSCAN,0.7593614417929591
1,Exp_26_500,1,DBSCAN,0.0728719644932228
2,Exp_26_500,2,DBSCAN,0.0767088199183042
3,Exp_26_500,3,DBSCAN,0.0208288205358734
0,Exp_9_500,0,DBSCAN,0.8541493940733285
1,Exp_9_500,1,DBSCAN,0.02750637607499
2,Exp_9_500,2,DBSCAN,0.0004871741587819
3,Exp_9_500,3,DBSCAN,2.1296192611051177e-05
0,Exp_16_500,0,DBSCAN,0.7888266914631565
1,Exp_16_500,1,DBSCAN,0.612568602140261
2,Exp_16_500,2,DBSCAN,0.1307371608740744
3,Exp_16_500,3,DBSCAN,0.0294008744521142
0,Exp_20_500,0,DBSCAN,0.8737736112429215
1,Exp_20_500,1,DBSCAN,0.0209219373881229
2,Exp_20_500,2,DBSCAN,0.0011068660330158
3,Exp_20_500,3,DBSCAN,0.0012979913005659
0,Exp_12_500,0,DBSCAN,0.7682412418742058
1,Exp_12_500,1,DBSCAN,0.030615410247795
2,Exp_12_500,2,DBSCAN,0.0726856223237232
3,Exp_12_500,3,DBSCAN,0.009261424723011
0,Exp_33_500,0,DBSCAN,0.7841126975294357
1,Exp_33_500,1,DBSCAN,0.7160539199618327
2,Exp_33_500,2,DBSCAN,0.2529464165807487
3,Exp_33_500,3,DBSCAN,0.0583119842152193
0,Exp_8_500,0,DBSCAN,0.7651552534242243
1,Exp_8_500,1,DBSCAN,0.0472325183015732
2,Exp_8_500,2,DBSCAN,0.0665184101855116
3,Exp_8_500,3,DBSCAN,0.0111201400356104
0,Exp_10_500,0,DBSCAN,0.8086280944416744
1,Exp_10_500,1,DBSCAN,0.0135375390823586
2,Exp_10_500,2,DBSCAN,0.0012592195229367
3,Exp_10_500,3,DBSCAN,0.0021787099577898
0,Exp_21_500,0,DBSCAN,0.7561909815208374
1,Exp_21_500,1,DBSCAN,0.444926933722174
2,Exp_21_500,2,DBSCAN,0.1077850781087016
3,Exp_21_500,3,DBSCAN,0.0969835103040832
0,Exp_31_500,0,DBSCAN,0.8218689689504677
1,Exp_31_500,1,DBSCAN,0.1405216935569005
2,Exp_31_500,2,DBSCAN,0.0398426617860397
3,Exp_31_500,3,DBSCAN,0.0068085942190547
0,Exp_1_500,0,DBSCAN,0.8325997924576101
1,Exp_1_500,1,DBSCAN,0.0067232745694628
2,Exp_1_500,2,DBSCAN,0.0002688590396234
3,Exp_1_500,3,DBSCAN,0.0004736048402465
0,Exp_29_500,0,DBSCAN,0.7344088476530882
1,Exp_29_500,1,DBSCAN,0.1101103424768322
2,Exp_29_500,2,DBSCAN,0.0994523293237868
3,Exp_29_500,3,DBSCAN,0.0893425381683712
0,Exp_13_500,0,DBSCAN,0.8576826901057824
1,Exp_13_500,1,DBSCAN,0.0261035399588019
2,Exp_13_500,2,DBSCAN,0.0004554236839046
3,Exp_13_500,3,DBSCAN,0.0003257678264707
0,Exp_17_500,0,DBSCAN,0.7596106536538181
1,Exp_17_500,1,DBSCAN,0.6903951079353572
2,Exp_17_500,2,DBSCAN,0.618332134328169
3,Exp_17_500,3,DBSCAN,0.347071758445971
0,Exp_18_500,0,DBSCAN,0.7735251483882087
1,Exp_18_500,1,DBSCAN,0.0221022704520426
2,Exp_18_500,2,DBSCAN,0.0069734899220451
3,Exp_18_500,3,DBSCAN,0.0080686200995642
0,Exp_11_500,0,DBSCAN,0.8185636426007724
1,Exp_11_500,1,DBSCAN,0.0067749394327193
2,Exp_11_500,2,DBSCAN,0.0001326975140628
3,Exp_11_500,3,DBSCAN,7.528570508075091e-05
0,Exp_23_500,0,DBSCAN,0.8467992029467042
1,Exp_23_500,1,DBSCAN,0.3717819144158352
2,Exp_23_500,2,DBSCAN,0.0084231654060137
3,Exp_23_500,3,DBSCAN,0.0004175602445296
0,Exp_0_500,0,DBSCAN,0.7688528530583542
1,Exp_0_500,1,DBSCAN,0.0403224841031827
2,Exp_0_500,2,DBSCAN,0.0004277631709797
3,Exp_0_500,3,DBSCAN,1.291091951251808e-05
0,Exp_7_500,0,DBSCAN,0.7820537081343532
1,Exp_7_500,1,DBSCAN,0.0169938634205909
2,Exp_7_500,2,DBSCAN,0.0120392806737166
3,Exp_7_500,3,DBSCAN,0.0043524898252616
0,Exp_24_500,0,DBSCAN,0.7565075966575096
1,Exp_24_500,1,DBSCAN,0.1523748454210868
2,Exp_24_500,2,DBSCAN,0.0123639609129602
3,Exp_24_500,3,DBSCAN,0.0042476597775793
0,Exp_4_500,0,DBSCAN,0.8048870623583716
1,Exp_4_500,1,DBSCAN,0.0328716207960522
2,Exp_4_500,2,DBSCAN,0.0027286436469348
3,Exp_4_500,3,DBSCAN,0.0004173619584174
0,Exp_6_300,0,OPTICS,0.8268825187195549
1,Exp_6_300,1,OPTICS,6.452282078621412e-06
2,Exp_6_300,2,OPTICS,1.2725063903555486e-05
3,Exp_6_300,3,OPTICS,2.1020154948120143e-05
0,Exp_15_300,0,OPTICS,0.7641268747654759
1,Exp_15_300,1,OPTICS,9.4737478282962e-07
2,Exp_15_300,2,OPTICS,9.2186315545288e-06
3,Exp_15_300,3,OPTICS,1.5126901690238338e-05
0,Exp_22_300,0,OPTICS,0.8384094283878508
1,Exp_22_300,1,OPTICS,7.483980801137956e-08
2,Exp_22_300,2,OPTICS,5.620104478377759e-06
3,Exp_22_300,3,OPTICS,1.2289113840171683e-05
0,Exp_19_300,0,OPTICS,0.7436269336324413
1,Exp_19_300,1,OPTICS,3.957673658173589e-06
2,Exp_19_300,2,OPTICS,1.3987428594174426e-06
3,Exp_19_300,3,OPTICS,9.857399595338168e-06
0,Exp_2_300,0,OPTICS,0.8338567310352168
1,Exp_2_300,1,OPTICS,4.673154938456414e-07
2,Exp_2_300,2,OPTICS,4.768491034454736e-06
3,Exp_2_300,3,OPTICS,1.5185027855586982e-05
0,Exp_27_300,0,OPTICS,0.8449612758035249
1,Exp_27_300,1,OPTICS,1.1596621580334226e-05
2,Exp_27_300,2,OPTICS,6.070831933061496e-06
3,Exp_27_300,3,OPTICS,1.2008279154780056e-05
0,Exp_34_300,0,OPTICS,0.837650001203558
1,Exp_34_300,1,OPTICS,1.4686274402184865e-06
2,Exp_34_300,2,OPTICS,2.032802721363004e-05
3,Exp_34_300,3,OPTICS,3.656578487542756e-05
0,Exp_3_300,0,OPTICS,0.7524836544314231
1,Exp_3_300,1,OPTICS,7.107688608627881e-07
2,Exp_3_300,2,OPTICS,2.067819672527444e-05
3,Exp_3_300,3,OPTICS,3.730360744836816e-05
0,Exp_28_300,0,OPTICS,0.7616615557717971
1,Exp_28_300,1,OPTICS,2.3682931939730366e-07
2,Exp_28_300,2,OPTICS,1.2429743617782807e-05
3,Exp_28_300,3,OPTICS,3.0305787527861658e-05
0,Exp_14_300,0,OPTICS,0.7828769708258815
1,Exp_14_300,1,OPTICS,8.558452859913048e-07
2,Exp_14_300,2,OPTICS,1.4663507689297928e-05
3,Exp_14_300,3,OPTICS,4.687188237493058e-05
0,Exp_30_300,0,OPTICS,0.8632833318205624
1,Exp_30_300,1,OPTICS,6.934944698221892e-06
2,Exp_30_300,2,OPTICS,1.4127241354309018e-05
3,Exp_30_300,3,OPTICS,2.279425382031896e-05
0,Exp_5_300,0,OPTICS,0.8479227648480827
1,Exp_5_300,1,OPTICS,6.463473521548899e-05
2,Exp_5_300,2,OPTICS,1.231409116277227e-05
3,Exp_5_300,3,OPTICS,3.692406786885863e-05
0,Exp_25_300,0,OPTICS,0.8025871750578212
1,Exp_25_300,1,OPTICS,1.4348550647647728e-06
2,Exp_25_300,2,OPTICS,2.8563880535770723e-05
3,Exp_25_300,3,OPTICS,2.107947856666724e-05
0,Exp_32_300,0,OPTICS,0.8260866285182025
1,Exp_32_300,1,OPTICS,4.480740066652589e-06
2,Exp_32_300,2,OPTICS,8.504112483943831e-06
3,Exp_32_300,3,OPTICS,4.70277077942815e-05
0,Exp_26_300,0,OPTICS,0.7972849083998701
1,Exp_26_300,1,OPTICS,3.567463435007165e-07
2,Exp_26_300,2,OPTICS,3.51255282496902e-06
3,Exp_26_300,3,OPTICS,3.0970986335868364e-05
0,Exp_9_300,0,OPTICS,0.784590660285213
1,Exp_9_300,1,OPTICS,6.480286471007608e-06
2,Exp_9_300,2,OPTICS,2.3380054344903757e-05
3,Exp_9_300,3,OPTICS,2.229899731397044e-05
0,Exp_16_300,0,OPTICS,0.8585920977953452
1,Exp_16_300,1,OPTICS,9.603664411883598e-06
2,Exp_16_300,2,OPTICS,1.0507798856560722e-05
3,Exp_16_300,3,OPTICS,1.8624622502849103e-05
0,Exp_20_300,0,OPTICS,0.8194882977784932
1,Exp_20_300,1,OPTICS,3.495413225295357e-07
2,Exp_20_300,2,OPTICS,5.321860569350579e-06
3,Exp_20_300,3,OPTICS,2.6068790031133705e-05
0,Exp_12_300,0,OPTICS,0.793181944156322
1,Exp_12_300,1,OPTICS,4.467736652778671e-06
2,Exp_12_300,2,OPTICS,5.918563591904666e-06
3,Exp_12_300,3,OPTICS,2.5086764213187124e-05
0,Exp_33_300,0,OPTICS,0.7822072332959761
1,Exp_33_300,1,OPTICS,6.611340607749464e-08
2,Exp_33_300,2,OPTICS,2.2504359191000257e-06
3,Exp_33_300,3,OPTICS,0.0001045190964756
0,Exp_8_300,0,OPTICS,0.7488212533744921
1,Exp_8_300,1,OPTICS,9.545240940783307e-07
2,Exp_8_300,2,OPTICS,1.8497932064831186e-05
3,Exp_8_300,3,OPTICS,2.3169507147091867e-05
0,Exp_10_300,0,OPTICS,0.8754121749205875
1,Exp_10_300,1,OPTICS,2.583773887056945e-06
2,Exp_10_300,2,OPTICS,6.124971904565252e-06
3,Exp_10_300,3,OPTICS,2.346293484886809e-05
0,Exp_21_300,0,OPTICS,0.7926157124571409
1,Exp_21_300,1,OPTICS,3.500066705648905e-09
2,Exp_21_300,2,OPTICS,2.879459101515688e-05
3,Exp_21_300,3,OPTICS,1.2153555096728667e-05
0,Exp_31_300,0,OPTICS,0.8859346734867081
1,Exp_31_300,1,OPTICS,8.140330852986814e-06
2,Exp_31_300,2,OPTICS,6.713032807378271e-06
3,Exp_31_300,3,OPTICS,3.622807413235804e-05
0,Exp_1_300,0,OPTICS,0.829688050869592
1,Exp_1_300,1,OPTICS,3.523237738733868e-06
2,Exp_1_300,2,OPTICS,6.154325283802611e-05
3,Exp_1_300,3,OPTICS,3.203167284688926e-06
0,Exp_29_300,0,OPTICS,0.8086589112355276
1,Exp_29_300,1,OPTICS,1.3218261074628228e-06
2,Exp_29_300,2,OPTICS,2.6527536676423163e-05
3,Exp_29_300,3,OPTICS,1.96049270615828e-05
0,Exp_13_300,0,OPTICS,0.7875103861613225
1,Exp_13_300,1,OPTICS,9.263077219768266e-06
2,Exp_13_300,2,OPTICS,2.707581362649537e-06
3,Exp_13_300,3,OPTICS,1.7334454949376746e-05
0,Exp_17_300,0,OPTICS,0.8472390988755688
1,Exp_17_300,1,OPTICS,3.228847085760507e-06
2,Exp_17_300,2,OPTICS,7.749871893678632e-06
3,Exp_17_300,3,OPTICS,3.58201587659214e-05
0,Exp_18_300,0,OPTICS,0.8020668016766014
1,Exp_18_300,1,OPTICS,8.354220455901405e-06
2,Exp_18_300,2,OPTICS,1.144178452139642e-05
3,Exp_18_300,3,OPTICS,2.0107780513900933e-05
0,Exp_11_300,0,OPTICS,0.8261945872372504
1,Exp_11_300,1,OPTICS,6.108675105906678e-07
2,Exp_11_300,2,OPTICS,1.217064099152563e-05
3,Exp_11_300,3,OPTICS,1.6720271736837925e-05
0,Exp_23_300,0,OPTICS,0.8051006482783065
1,Exp_23_300,1,OPTICS,8.285847742669811e-07
2,Exp_23_300,2,OPTICS,2.4542087867097638e-05
3,Exp_23_300,3,OPTICS,1.3005551744935105e-05
0,Exp_0_300,0,OPTICS,0.7445224707464102
1,Exp_0_300,1,OPTICS,4.7268807089297655e-06
2,Exp_0_300,2,OPTICS,2.378233258823049e-05
3,Exp_0_300,3,OPTICS,2.744317209467617e-05
0,Exp_7_300,0,OPTICS,0.7982376029079291
1,Exp_7_300,1,OPTICS,1.3165339800159486e-06
2,Exp_7_300,2,OPTICS,2.4175886411125967e-06
3,Exp_7_300,3,OPTICS,2.219490741569156e-05
0,Exp_24_300,0,OPTICS,0.8273688319712419
1,Exp_24_300,1,OPTICS,1.8780767450173096e-06
2,Exp_24_300,2,OPTICS,2.637751940561353e-05
3,Exp_24_300,3,OPTICS,1.5878923984245784e-05
0,Exp_4_300,0,OPTICS,0.8439941073659166
1,Exp_4_300,1,OPTICS,5.568412267384165e-06
2,Exp_4_300,2,OPTICS,3.498305514509658e-06
3,Exp_4_300,3,OPTICS,2.7792745115050187e-05
0,Exp_6_400,0,OPTICS,0.7737317329994957
1,Exp_6_400,1,OPTICS,6.695808741314621e-06
2,Exp_6_400,2,OPTICS,9.629703990434792e-06
3,Exp_6_400,3,OPTICS,1.4952851204596729e-05
0,Exp_15_400,0,OPTICS,0.7786924359780568
1,Exp_15_400,1,OPTICS,5.207077885536909e-06
2,Exp_15_400,2,OPTICS,1.762270025738585e-05
3,Exp_15_400,3,OPTICS,1.048735147367521e-05
0,Exp_22_400,0,OPTICS,0.840354532720552
1,Exp_22_400,1,OPTICS,1.3547091871230357e-06
2,Exp_22_400,2,OPTICS,1.030555992033638e-05
3,Exp_22_400,3,OPTICS,2.0561450983668418e-05
0,Exp_19_400,0,OPTICS,0.7754636087467255
1,Exp_19_400,1,OPTICS,9.360397985171776e-07
2,Exp_19_400,2,OPTICS,4.920441302050448e-06
3,Exp_19_400,3,OPTICS,1.593210667129915e-05
0,Exp_2_400,0,OPTICS,0.7462763424614742
1,Exp_2_400,1,OPTICS,2.82326376884751e-06
2,Exp_2_400,2,OPTICS,2.2706694777550476e-05
3,Exp_2_400,3,OPTICS,3.247587083270018e-05
0,Exp_27_400,0,OPTICS,0.827044155443742
1,Exp_27_400,1,OPTICS,1.1861302722450766e-06
2,Exp_27_400,2,OPTICS,3.885288453780237e-06
3,Exp_27_400,3,OPTICS,2.48220204131914e-05
0,Exp_34_400,0,OPTICS,0.8200592660659437
1,Exp_34_400,1,OPTICS,9.14487092130889e-07
2,Exp_34_400,2,OPTICS,2.552983408235647e-05
3,Exp_34_400,3,OPTICS,1.4869407392660594e-05
0,Exp_3_400,0,OPTICS,0.7891619997445019
1,Exp_3_400,1,OPTICS,8.250055674734661e-07
2,Exp_3_400,2,OPTICS,6.592964335986061e-06
3,Exp_3_400,3,OPTICS,1.7702906839953286e-05
0,Exp_28_400,0,OPTICS,0.7785299066388541
1,Exp_28_400,1,OPTICS,7.851702448437887e-06
2,Exp_28_400,2,OPTICS,9.595327762285715e-06
3,Exp_28_400,3,OPTICS,2.522385529376088e-05
0,Exp_14_400,0,OPTICS,0.7974235620924757
1,Exp_14_400,1,OPTICS,4.5462033776028975e-08
2,Exp_14_400,2,OPTICS,3.2101331286991083e-06
3,Exp_14_400,3,OPTICS,6.795323617251208e-06
0,Exp_30_400,0,OPTICS,0.7460188303303472
1,Exp_30_400,1,OPTICS,2.466014754768085e-10
2,Exp_30_400,2,OPTICS,5.248740620030576e-06
3,Exp_30_400,3,OPTICS,1.499548386396821e-05
0,Exp_5_400,0,OPTICS,0.739068704906614
1,Exp_5_400,1,OPTICS,7.841137158839868e-06
2,Exp_5_400,2,OPTICS,1.1721335278265908e-05
3,Exp_5_400,3,OPTICS,5.6566953098922105e-05
0,Exp_25_400,0,OPTICS,0.8358963059755469
1,Exp_25_400,1,OPTICS,1.978792750190385e-07
2,Exp_25_400,2,OPTICS,1.6920949944771777e-05
3,Exp_25_400,3,OPTICS,3.8514289177054567e-05
0,Exp_32_400,0,OPTICS,0.7781717597411741
1,Exp_32_400,1,OPTICS,2.2313922372857635e-06
2,Exp_32_400,2,OPTICS,1.12267586623275e-05
3,Exp_32_400,3,OPTICS,1.5694889520140037e-05
0,Exp_26_400,0,OPTICS,0.7263651730738517
1,Exp_26_400,1,OPTICS,2.114747084586949e-06
