,Experiment,Level,algorithm,SSM
1,Exp_31_500,1,DBSCAN,0.6895574487087888
2,Exp_31_500,2,DBSCAN,0.047271464913667
0,Exp_32_500,0,DBSCAN,0.7628311782304672
1,Exp_32_500,1,DBSCAN,0.0230445285193646
2,Exp_32_500,2,DBSCAN,0.0154258091682074
0,Exp_20_500,0,DBSCAN,0.7651056357535941
1,Exp_20_500,1,DBSCAN,0.0228428400334765
2,Exp_20_500,2,DBSCAN,0.0016518245152431
0,Exp_6_500,0,DBSCAN,0.7957709568544168
1,Exp_6_500,1,DBSCAN,0.0364064472230123
2,Exp_6_500,2,DBSCAN,0.0166977206935217
0,Exp_26_500,0,DBSCAN,0.8331186946690887
1,Exp_26_500,1,DBSCAN,0.0763585217647356
2,Exp_26_500,2,DBSCAN,0.0299678652879874
0,Exp_19_500,0,DBSCAN,0.7737648838833401
1,Exp_19_500,1,DBSCAN,0.0139618772689741
2,Exp_19_500,2,DBSCAN,0.0009564216295808
0,Exp_24_500,0,DBSCAN,0.8645234608970789
1,Exp_24_500,1,DBSCAN,0.0705034753785504
2,Exp_24_500,2,DBSCAN,0.0011478451928207
0,Exp_16_500,0,DBSCAN,0.7818912857611018
1,Exp_16_500,1,DBSCAN,0.0823417950577315
2,Exp_16_500,2,DBSCAN,0.0517281953269545
0,Exp_29_500,0,DBSCAN,0.821148892057013
1,Exp_29_500,1,DBSCAN,0.043532471353773
2,Exp_29_500,2,DBSCAN,0.0030539217548655
0,Exp_12_500,0,DBSCAN,0.7724207626699681
1,Exp_12_500,1,DBSCAN,0.0265105827782276
2,Exp_12_500,2,DBSCAN,0.0003032070813441
0,Exp_2_500,0,DBSCAN,0.8465928465258599
1,Exp_2_500,1,DBSCAN,0.1979169091359409
2,Exp_2_500,2,DBSCAN,0.0556872367026661
0,Exp_9_500,0,DBSCAN,0.8090189176165549
1,Exp_9_500,1,DBSCAN,0.6750632013052734
2,Exp_9_500,2,DBSCAN,0.0593880029706268
0,Exp_5_500,0,DBSCAN,0.8679038527999773
1,Exp_5_500,1,DBSCAN,0.3059424703258026
2,Exp_5_500,2,DBSCAN,0.0273727365442081
0,Exp_10_500,0,DBSCAN,0.8218651549279916
1,Exp_10_500,1,DBSCAN,0.3550977115544502
2,Exp_10_500,2,DBSCAN,0.0254806720378882
0,Exp_3_500,0,DBSCAN,0.78000450978765
1,Exp_3_500,1,DBSCAN,0.0046706208811271
2,Exp_3_500,2,DBSCAN,5.184594627524673e-06
0,Exp_17_500,0,DBSCAN,0.830457625467992
1,Exp_17_500,1,DBSCAN,0.0601316434733114
2,Exp_17_500,2,DBSCAN,0.0128465241403761
0,Exp_18_500,0,DBSCAN,0.7958078017079437
1,Exp_18_500,1,DBSCAN,0.0857405762595853
2,Exp_18_500,2,DBSCAN,0.0078230347264529
0,Exp_0_500,0,DBSCAN,0.7535643112210404
1,Exp_0_500,1,DBSCAN,0.014404031088385
2,Exp_0_500,2,DBSCAN,0.000514401416739
0,Exp_7_500,0,DBSCAN,0.7587494805151139
1,Exp_7_500,1,DBSCAN,0.0457474769290843
2,Exp_7_500,2,DBSCAN,0.0139927289890844
0,Exp_28_500,0,DBSCAN,0.7131302051882045
1,Exp_28_500,1,DBSCAN,0.2563680275382006
2,Exp_28_500,2,DBSCAN,0.0086303258605167
0,Exp_27_500,0,DBSCAN,0.8116205773533329
1,Exp_27_500,1,DBSCAN,0.3821680326485737
2,Exp_27_500,2,DBSCAN,0.0688125825171567
0,Exp_13_500,0,DBSCAN,0.7784874063266797
1,Exp_13_500,1,DBSCAN,0.0185543135506901
2,Exp_13_500,2,DBSCAN,0.0038456264725407
0,Exp_1_500,0,DBSCAN,0.8124894428436927
1,Exp_1_500,1,DBSCAN,0.0191879434550757
2,Exp_1_500,2,DBSCAN,0.0013952777064933
0,Exp_25_500,0,DBSCAN,0.7583139789731539
1,Exp_25_500,1,DBSCAN,0.5735357637672464
2,Exp_25_500,2,DBSCAN,0.2267774889786931
0,Exp_11_500,0,DBSCAN,0.744766885266217
1,Exp_11_500,1,DBSCAN,0.0120035532399317
2,Exp_11_500,2,DBSCAN,0.0006055537034165
0,Exp_4_500,0,DBSCAN,0.8173622781745069
1,Exp_4_500,1,DBSCAN,0.0261376472932897
2,Exp_4_500,2,DBSCAN,0.001055364901312
0,Exp_15_500,0,DBSCAN,0.7656368866454726
1,Exp_15_500,1,DBSCAN,0.0675003837909227
2,Exp_15_500,2,DBSCAN,0.0266181444151903
0,Exp_21_500,0,DBSCAN,0.7494937478074732
1,Exp_21_500,1,DBSCAN,0.008215790932176
2,Exp_21_500,2,DBSCAN,0.0043647647995665
0,Exp_22_500,0,DBSCAN,0.6938218953868508
1,Exp_22_500,1,DBSCAN,0.2675796551560331
2,Exp_22_500,2,DBSCAN,0.0529948808247868
0,Exp_8_500,0,DBSCAN,0.8149429759295961
1,Exp_8_500,1,DBSCAN,0.1109540021547631
2,Exp_8_500,2,DBSCAN,0.0472979179798972
0,Exp_23_500,0,DBSCAN,0.7325822825698242
1,Exp_23_500,1,DBSCAN,0.2018477826625497
2,Exp_23_500,2,DBSCAN,0.1198861570247877
0,Exp_30_500,0,DBSCAN,0.8071605874542782
1,Exp_30_500,1,DBSCAN,0.0219181552837626
2,Exp_30_500,2,DBSCAN,0.00085923724903
0,Exp_14_500,0,DBSCAN,0.8517729865633069
1,Exp_14_500,1,DBSCAN,0.1742613930607107
2,Exp_14_500,2,DBSCAN,0.0147806344757485
0,Exp_34_300,0,OPTICS,0.7268235489865211
1,Exp_34_300,1,OPTICS,2.992377045950439e-06
2,Exp_34_300,2,OPTICS,2.110411084743609e-05
0,Exp_33_300,0,OPTICS,0.8788640525056086
1,Exp_33_300,1,OPTICS,4.224483004981786e-07
2,Exp_33_300,2,OPTICS,2.684163430472257e-06
0,Exp_31_300,0,OPTICS,0.7870126929281859
1,Exp_31_300,1,OPTICS,1.5868352349148554e-05
2,Exp_31_300,2,OPTICS,4.7804575408335554e-05
0,Exp_32_300,0,OPTICS,0.776657410528642
1,Exp_32_300,1,OPTICS,8.802618486694891e-06
2,Exp_32_300,2,OPTICS,3.047441254599801e-05
0,Exp_20_300,0,OPTICS,0.6737189664521479
1,Exp_20_300,1,OPTICS,5.822883665265666e-06
2,Exp_20_300,2,OPTICS,1.0524605774481991e-05
0,Exp_6_300,0,OPTICS,0.8621212925424817
1,Exp_6_300,1,OPTICS,0.0
2,Exp_6_300,2,OPTICS,1.404744291356868e-05
0,Exp_26_300,0,OPTICS,0.7625348211491817
1,Exp_26_300,1,OPTICS,5.798681043139974e-06
2,Exp_26_300,2,OPTICS,1.0742991561532968e-05
0,Exp_19_300,0,OPTICS,0.7902504949345588
1,Exp_19_300,1,OPTICS,7.118207940367137e-06
2,Exp_19_300,2,OPTICS,3.473612289361609e-05
0,Exp_24_300,0,OPTICS,0.8031339334650639
1,Exp_24_300,1,OPTICS,1.5534831479722084e-05
2,Exp_24_300,2,OPTICS,7.462812354109197e-06
0,Exp_16_300,0,OPTICS,0.8329225427535317
1,Exp_16_300,1,OPTICS,1.247988467459356e-05
2,Exp_16_300,2,OPTICS,3.217457157610496e-05
0,Exp_29_300,0,OPTICS,0.7600904506435462
1,Exp_29_300,1,OPTICS,5.288504559409027e-06
2,Exp_29_300,2,OPTICS,6.909048153906228e-06
0,Exp_12_300,0,OPTICS,0.8451006846973155
1,Exp_12_300,1,OPTICS,3.00867393032666e-06
2,Exp_12_300,2,OPTICS,6.427544606795534e-05
0,Exp_2_300,0,OPTICS,0.830591049570392
1,Exp_2_300,1,OPTICS,1.923777038224465e-05
2,Exp_2_300,2,OPTICS,1.6284533558310552e-05
0,Exp_9_300,0,OPTICS,0.7356541139039636
1,Exp_9_300,1,OPTICS,3.360100413610486e-06
2,Exp_9_300,2,OPTICS,1.217531286632438e-05
0,Exp_5_300,0,OPTICS,0.8264571848461348
1,Exp_5_300,1,OPTICS,3.444036775104621e-06
2,Exp_5_300,2,OPTICS,2.1852972163009684e-05
0,Exp_10_300,0,OPTICS,0.8183154515317439
1,Exp_10_300,1,OPTICS,1.3398728784993572e-05
2,Exp_10_300,2,OPTICS,3.144832146811039e-06
0,Exp_3_300,0,OPTICS,0.8009063371020193
1,Exp_3_300,1,OPTICS,2.6920265843653106e-06
2,Exp_3_300,2,OPTICS,2.636857297148472e-05
0,Exp_17_300,0,OPTICS,0.7519551993014436
1,Exp_17_300,1,OPTICS,8.631950150486252e-07
2,Exp_17_300,2,OPTICS,1.2964626202863904e-05
0,Exp_18_300,0,OPTICS,0.7644009540863121
1,Exp_18_300,1,OPTICS,4.286922326463046e-06
2,Exp_18_300,2,OPTICS,7.262960579386168e-06
0,Exp_0_300,0,OPTICS,0.8322194447258696
1,Exp_0_300,1,OPTICS,0.0
2,Exp_0_300,2,OPTICS,2.1134249563653588e-05
0,Exp_7_300,0,OPTICS,0.8127640780368811
1,Exp_7_300,1,OPTICS,4.2193830165332e-06
2,Exp_7_300,2,OPTICS,1.3424615110351969e-05
0,Exp_28_300,0,OPTICS,0.7321515709586267
1,Exp_28_300,1,OPTICS,1.0832584582838709e-05
2,Exp_28_300,2,OPTICS,3.225929666179763e-05
0,Exp_27_300,0,OPTICS,0.8101636046791219
1,Exp_27_300,1,OPTICS,2.179904794445481e-05
2,Exp_27_300,2,OPTICS,9.702898586172406e-06
0,Exp_13_300,0,OPTICS,0.7411558946769146
1,Exp_13_300,1,OPTICS,7.53441809125725e-06
2,Exp_13_300,2,OPTICS,1.0460555473688432e-05
0,Exp_1_300,0,OPTICS,0.8078251555070334
1,Exp_1_300,1,OPTICS,7.265082014257189e-06
2,Exp_1_300,2,OPTICS,3.361812204197847e-05
0,Exp_25_300,0,OPTICS,0.8583778456552603
1,Exp_25_300,1,OPTICS,1.3679458749838236e-05
2,Exp_25_300,2,OPTICS,8.507448006539784e-06
0,Exp_11_300,0,OPTICS,0.7841330501726524
1,Exp_11_300,1,OPTICS,1.5118359180096955e-05
2,Exp_11_300,2,OPTICS,0.0001490665837403
0,Exp_4_300,0,OPTICS,0.8279790675576842
1,Exp_4_300,1,OPTICS,5.032845605383676e-06
2,Exp_4_300,2,OPTICS,9.611944929134938e-06
0,Exp_15_300,0,OPTICS,0.7884950991734275
1,Exp_15_300,1,OPTICS,1.0696899455294998e-10
2,Exp_15_300,2,OPTICS,7.475065046925027e-06
0,Exp_21_300,0,OPTICS,0.7816835530634624
1,Exp_21_300,1,OPTICS,2.160591844179867e-06
2,Exp_21_300,2,OPTICS,4.701357297592915e-05
0,Exp_22_300,0,OPTICS,0.8360661428069895
1,Exp_22_300,1,OPTICS,0.0
2,Exp_22_300,2,OPTICS,6.960323064203496e-05
0,Exp_8_300,0,OPTICS,0.8426096537772855
1,Exp_8_300,1,OPTICS,8.794299999711954e-06
2,Exp_8_300,2,OPTICS,3.6890448215607154e-05
0,Exp_23_300,0,OPTICS,0.7863578956963616
1,Exp_23_300,1,OPTICS,8.79692802871507e-06
2,Exp_23_300,2,OPTICS,1.0481666430003167e-05
0,Exp_30_300,0,OPTICS,0.7630353244938619
1,Exp_30_300,1,OPTICS,2.1059916555025174e-05
2,Exp_30_300,2,OPTICS,1.5865714527995383e-05
0,Exp_14_300,0,OPTICS,0.8212650397176412
1,Exp_14_300,1,OPTICS,4.694011995328056e-08
2,Exp_14_300,2,OPTICS,4.496391945825948e-05
0,Exp_34_400,0,OPTICS,0.8315294129104442
1,Exp_34_400,1,OPTICS,1.588654910505537e-06
2,Exp_34_400,2,OPTICS,4.777282446829214e-06
0,Exp_33_400,0,OPTICS,0.8356857519208554
1,Exp_33_400,1,OPTICS,3.240375697274811e-05
2,Exp_33_400,2,OPTICS,3.513615661710029e-05
0,Exp_31_400,0,OPTICS,0.8414106236577199
1,Exp_31_400,1,OPTICS,1.1186817171820126e-06
2,Exp_31_400,2,OPTICS,8.379050956490542e-05
0,Exp_32_400,0,OPTICS,0.7963317910946325
1,Exp_32_400,1,OPTICS,1.2426439704196936e-05
2,Exp_32_400,2,OPTICS,8.568405115468867e-06
0,Exp_20_400,0,OPTICS,0.8354873712141377
1,Exp_20_400,1,OPTICS,7.995102485297405e-06
2,Exp_20_400,2,OPTICS,3.078709280284226e-05
0,Exp_6_400,0,OPTICS,0.7952891648348527
1,Exp_6_400,1,OPTICS,9.04877877434378e-07
2,Exp_6_400,2,OPTICS,5.929681503203949e-06
0,Exp_26_400,0,OPTICS,0.8685296613171357
1,Exp_26_400,1,OPTICS,5.226979287685847e-11
2,Exp_26_400,2,OPTICS,7.558818663976445e-06
0,Exp_19_400,0,OPTICS,0.7957919039674411
1,Exp_19_400,1,OPTICS,1.623462642892822e-05
2,Exp_19_400,2,OPTICS,2.2370156572003603e-05
0,Exp_24_400,0,OPTICS,0.8141101909674862
1,Exp_24_400,1,OPTICS,1.656062388950094e-05
2,Exp_24_400,2,OPTICS,1.9213314948858254e-05
0,Exp_16_400,0,OPTICS,0.7653356054159459
1,Exp_16_400,1,OPTICS,2.206507774114928e-05
2,Exp_16_400,2,OPTICS,4.889215325645553e-05
0,Exp_29_400,0,OPTICS,0.7999851490128387
1,Exp_29_400,1,OPTICS,9.29600895168042e-07
2,Exp_29_400,2,OPTICS,2.979600462929064e-05
0,Exp_12_400,0,OPTICS,0.8118435756036804
1,Exp_12_400,1,OPTICS,3.316972210892194e-06
2,Exp_12_400,2,OPTICS,1.766391744360656e-05
0,Exp_2_400,0,OPTICS,0.7275844357363515
1,Exp_2_400,1,OPTICS,3.44105561526068e-05
2,Exp_2_400,2,OPTICS,1.919890836446997e-05
0,Exp_9_400,0,OPTICS,0.752513287060137
1,Exp_9_400,1,OPTICS,5.801779022339768e-06
2,Exp_9_400,2,OPTICS,2.809859372745932e-05
0,Exp_5_400,0,OPTICS,0.7755330801584579
1,Exp_5_400,1,OPTICS,4.416551703550009e-07
2,Exp_5_400,2,OPTICS,4.5008042589062383e-05
0,Exp_10_400,0,OPTICS,0.8567854356222652
1,Exp_10_400,1,OPTICS,6.651612920430836e-06
2,Exp_10_400,2,OPTICS,2.775195495407507e-05
0,Exp_3_400,0,OPTICS,0.7928462148507308
1,Exp_3_400,1,OPTICS,1.320159658914767e-05
2,Exp_3_400,2,OPTICS,3.908712772434424e-05
0,Exp_17_400,0,OPTICS,0.8129023855618805
1,Exp_17_400,1,OPTICS,6.559051484167423e-06
2,Exp_17_400,2,OPTICS,1.3464774141940398e-05
0,Exp_18_400,0,OPTICS,0.8263145272384027
1,Exp_18_400,1,OPTICS,2.637595594856032e-06
2,Exp_18_400,2,OPTICS,2.3473337735537782e-05
0,Exp_0_400,0,OPTICS,0.7872175813807266
1,Exp_0_400,1,OPTICS,9.21201978160923e-06
2,Exp_0_400,2,OPTICS,1.3548980327352947e-05
0,Exp_7_400,0,OPTICS,0.821648590303968
1,Exp_7_400,1,OPTICS,3.71712291391946e-06
2,Exp_7_400,2,OPTICS,6.198541446289732e-06
0,Exp_28_400,0,OPTICS,0.8219840786732915
1,Exp_28_400,1,OPTICS,3.920520545462718e-06
2,Exp_28_400,2,OPTICS,2.1810105200619296e-05
0,Exp_27_400,0,OPTICS,0.7308098215645036
1,Exp_27_400,1,OPTICS,2.4708298030315492e-05
2,Exp_27_400,2,OPTICS,1.4239549512872245e-05
0,Exp_13_400,0,OPTICS,0.8152572721407964
1,Exp_13_400,1,OPTICS,2.67948327183028e-06
2,Exp_13_400,2,OPTICS,4.08094255710707e-05
0,Exp_1_400,0,OPTICS,0.8200257166223842
1,Exp_1_400,1,OPTICS,7.533012278503168e-06
2,Exp_1_400,2,OPTICS,4.139323750179902e-05
0,Exp_25_400,0,OPTICS,0.8347971006734067
1,Exp_25_400,1,OPTICS,6.899784465700344e-06
2,Exp_25_400,2,OPTICS,2.332787113798212e-05
0,Exp_11_400,0,OPTICS,0.7965160823851655
1,Exp_11_400,1,OPTICS,1.6663301905828763e-05
2,Exp_11_400,2,OPTICS,1.6158853238096876e-05
0,Exp_4_400,0,OPTICS,0.8814192569432299
1,Exp_4_400,1,OPTICS,4.6819191471404585e-06
2,Exp_4_400,2,OPTICS,3.072737415899111e-05
0,Exp_15_400,0,OPTICS,0.8043563377010997
1,Exp_15_400,1,OPTICS,1.1564797421575228e-05
2,Exp_15_400,2,OPTICS,2.270364669390944e-05
0,Exp_21_400,0,OPTICS,0.8072937654492848
1,Exp_21_400,1,OPTICS,3.8834964812134815e-06
2,Exp_21_400,2,OPTICS,2.293338818453807e-05
0,Exp_22_400,0,OPTICS,0.8224129368228915
1,Exp_22_400,1,OPTICS,1.6363932868167156e-05
2,Exp_22_400,2,OPTICS,2.4505862866598017e-05
0,Exp_8_400,0,OPTICS,0.7571745528553087
1,Exp_8_400,1,OPTICS,9.906990792118704e-05
2,Exp_8_400,2,OPTICS,3.1642277111990946e-05
0,Exp_23_400,0,OPTICS,0.8324298370931534
1,Exp_23_400,1,OPTICS,8.393698588393829e-06
2,Exp_23_400,2,OPTICS,3.53715189115906e-05
0,Exp_30_400,0,OPTICS,0.6942280833189208
1,Exp_30_400,1,OPTICS,4.333102916341491e-06
2,Exp_30_400,2,OPTICS,2.202019448170532e-05
0,Exp_14_400,0,OPTICS,0.8519790615285642
1,Exp_14_400,1,OPTICS,2.763643208164804e-06
2,Exp_14_400,2,OPTICS,0.0001129530451686
0,Exp_34_500,0,OPTICS,0.7871739638182446
1,Exp_34_500,1,OPTICS,7.207319528354682e-05
2,Exp_34_500,2,OPTICS,6.179621826518097e-05
0,Exp_33_500,0,OPTICS,0.7875590485909293
1,Exp_33_500,1,OPTICS,1.3832008111544232e-05
2,Exp_33_500,2,OPTICS,1.3258227846267145e-05
0,Exp_31_500,0,OPTICS,0.8243171229140953
1,Exp_31_500,1,OPTICS,4.782106007500407e-06
2,Exp_31_500,2,OPTICS,2.3902372782322893e-05
0,Exp_32_500,0,OPTICS,0.7628311782304672
1,Exp_32_500,1,OPTICS,1.2589486505334371e-05
2,Exp_32_500,2,OPTICS,3.858040864399757e-05
0,Exp_20_500,0,OPTICS,0.7651056357535941
1,Exp_20_500,1,OPTICS,5.344741926409471e-06
2,Exp_20_500,2,OPTICS,7.227268176988092e-05
0,Exp_6_500,0,OPTICS,0.7957709568544168
1,Exp_6_500,1,OPTICS,4.887404227756273e-06
2,Exp_6_500,2,OPTICS,1.634295661297034e-06
0,Exp_26_500,0,OPTICS,0.8331186946690887
1,Exp_26_500,1,OPTICS,6.557167927950811e-06
2,Exp_26_500,2,OPTICS,2.0848645387647327e-05
0,Exp_19_500,0,OPTICS,0.7737648838833401
1,Exp_19_500,1,OPTICS,6.493087695364478e-06
2,Exp_19_500,2,OPTICS,4.589265060744139e-05
0,Exp_24_500,0,OPTICS,0.8645234608970789
1,Exp_24_500,1,OPTICS,5.355788473626779e-06
2,Exp_24_500,2,OPTICS,1.6798853684611043e-05
0,Exp_16_500,0,OPTICS,0.7818912857611018
1,Exp_16_500,1,OPTICS,1.132533951207424e-05
2,Exp_16_500,2,OPTICS,1.9004057046939976e-05
0,Exp_29_500,0,OPTICS,0.821148892057013
1,Exp_29_500,1,OPTICS,1.553848638653236e-07
2,Exp_29_500,2,OPTICS,2.437393602200612e-05
0,Exp_12_500,0,OPTICS,0.7724207626699681
1,Exp_12_500,1,OPTICS,3.2796278740019672e-06
2,Exp_12_500,2,OPTICS,2.8895858122502595e-05
0,Exp_2_500,0,OPTICS,0.8465928465258599
1,Exp_2_500,1,OPTICS,8.48138847863639e-06
2,Exp_2_500,2,OPTICS,7.757432610006714e-06
0,Exp_9_500,0,OPTICS,0.8090189176165549
1,Exp_9_500,1,OPTICS,9.927098262284656e-06
2,Exp_9_500,2,OPTICS,3.654957732068025e-06
0,Exp_5_500,0,OPTICS,0.8679038527999773
1,Exp_5_500,1,OPTICS,1.6268849351882166e-06
2,Exp_5_500,2,OPTICS,5.685091783791305e-06
0,Exp_10_500,0,OPTICS,0.8218651549279916
1,Exp_10_500,1,OPTICS,1.2931616777417294e-06
2,Exp_10_500,2,OPTICS,1.054199150666394e-05
0,Exp_3_500,0,OPTICS,0.78000450978765
1,Exp_3_500,1,OPTICS,2.975712345485532e-05
2,Exp_3_500,2,OPTICS,3.61761888647411e-05
0,Exp_17_500,0,OPTICS,0.830457625467992
1,Exp_17_500,1,OPTICS,2.901852272430174e-06
2,Exp_17_500,2,OPTICS,4.669458402018685e-06
0,Exp_18_500,0,OPTICS,0.7958078017079437
1,Exp_18_500,1,OPTICS,6.3028128723377e-06
2,Exp_18_500,2,OPTICS,7.610604879209537e-05
0,Exp_0_500,0,OPTICS,0.7535643112210404
1,Exp_0_500,1,OPTICS,6.982198574115674e-06
2,Exp_0_500,2,OPTICS,1.624718944616969e-05
0,Exp_7_500,0,OPTICS,0.7587494805151139
1,Exp_7_500,1,OPTICS,6.685489413341937e-06
2,Exp_7_500,2,OPTICS,1.6059467122287137e-05
0,Exp_28_500,0,OPTICS,0.7131302051882045
1,Exp_28_500,1,OPTICS,5.629125433438799e-06
2,Exp_28_500,2,OPTICS,1.6604908589313526e-05
0,Exp_27_500,0,OPTICS,0.8116205773533329
1,Exp_27_500,1,OPTICS,6.001140640929321e-07
2,Exp_27_500,2,OPTICS,2.2432524325814365e-05
0,Exp_13_500,0,OPTICS,0.7784874063266797
1,Exp_13_500,1,OPTICS,8.545867056820363e-06
2,Exp_13_500,2,OPTICS,5.753266515269436e-05
0,Exp_1_500,0,OPTICS,0.8124894428436927
1,Exp_1_500,1,OPTICS,2.745749979592916e-05
2,Exp_1_500,2,OPTICS,9.729165100928622e-06
0,Exp_25_500,0,OPTICS,0.7583139789731539
1,Exp_25_500,1,OPTICS,0.0
2,Exp_25_500,2,OPTICS,6.409220278797518e-06
0,Exp_11_500,0,OPTICS,0.744766885266217
1,Exp_11_500,1,OPTICS,9.329446254493326e-06
2,Exp_11_500,2,OPTICS,0.0001389174043172
0,Exp_4_500,0,OPTICS,0.8173622781745069
1,Exp_4_500,1,OPTICS,3.282142727967659e-05
2,Exp_4_500,2,OPTICS,3.115937995821744e-05
0,Exp_15_500,0,OPTICS,0.7656368866454726
1,Exp_15_500,1,OPTICS,6.510619758170844e-05
2,Exp_15_500,2,OPTICS,1.6566445458082974e-05
0,Exp_21_500,0,OPTICS,0.7494937478074732
1,Exp_21_500,1,OPTICS,1.3276391601807616e-05
2,Exp_21_500,2,OPTICS,2.499842575978773e-05
0,Exp_22_500,0,OPTICS,0.6938218953868508
1,Exp_22_500,1,OPTICS,1.0180877804683075e-06
2,Exp_22_500,2,OPTICS,4.242857750607214e-05
0,Exp_8_500,0,OPTICS,0.8149429759295961
1,Exp_8_500,1,OPTICS,2.8185104063819053e-05
2,Exp_8_500,2,OPTICS,2.707730502760382e-05
0,Exp_23_500,0,OPTICS,0.7325822825698242
1,Exp_23_500,1,OPTICS,2.6504253198075783e-06
2,Exp_23_500,2,OPTICS,1.9813685763299592e-05
0,Exp_30_500,0,OPTICS,0.8071605874542782
1,Exp_30_500,1,OPTICS,3.4147326927172617e-06
2,Exp_30_500,2,OPTICS,6.973594034949105e-05
0,Exp_14_500,0,OPTICS,0.8517729865633069
1,Exp_14_500,1,OPTICS,3.515340181293765e-06
2,Exp_14_500,2,OPTICS,3.752861264676396e-05
0,Exp_34_300,0,HDBSCAN,0.7268235489865211
1,Exp_34_300,1,HDBSCAN,2.656889666582031e-06
2,Exp_34_300,2,HDBSCAN,1.3700772011367227e-05
0,Exp_33_300,0,HDBSCAN,0.8788640525056086
1,Exp_33_300,1,HDBSCAN,8.970979381576722e-05
2,Exp_33_300,2,HDBSCAN,1.1910737590068817e-05
0,Exp_31_300,0,HDBSCAN,0.7870126929281859
1,Exp_31_300,1,HDBSCAN,0.0001530407512835
2,Exp_31_300,2,HDBSCAN,3.5427229870816417e-06
0,Exp_32_300,0,HDBSCAN,0.776657410528642
1,Exp_32_300,1,HDBSCAN,8.649615843784315e-05
2,Exp_32_300,2,HDBSCAN,5.967164373043468e-06
0,Exp_20_300,0,HDBSCAN,0.6737189664521479
1,Exp_20_300,1,HDBSCAN,0.0002155828350583
2,Exp_20_300,2,HDBSCAN,8.62284464935949e-06
0,Exp_6_300,0,HDBSCAN,0.8621212925424817
1,Exp_6_300,1,HDBSCAN,1.884742979448928e-06
2,Exp_6_300,2,HDBSCAN,5.193527424307508e-05
0,Exp_26_300,0,HDBSCAN,0.7625348211491817
1,Exp_26_300,1,HDBSCAN,0.0154573969215081
2,Exp_26_300,2,HDBSCAN,4.863335516037745e-06
0,Exp_19_300,0,HDBSCAN,0.7902504949345588
1,Exp_19_300,1,HDBSCAN,0.000231871686047
2,Exp_19_300,2,HDBSCAN,0.0020475068385872
0,Exp_24_300,0,HDBSCAN,0.8031339334650639
1,Exp_24_300,1,HDBSCAN,0.0154066896431659
2,Exp_24_300,2,HDBSCAN,9.691686269864176e-06
0,Exp_16_300,0,HDBSCAN,0.8329225427535317
1,Exp_16_300,1,HDBSCAN,5.0241535660015776e-05
2,Exp_16_300,2,HDBSCAN,0.0096635005951394
0,Exp_29_300,0,HDBSCAN,0.7600904506435462
1,Exp_29_300,1,HDBSCAN,0.0251358027105405
2,Exp_29_300,2,HDBSCAN,1.2321001408506956e-06
0,Exp_12_300,0,HDBSCAN,0.8451006846973155
1,Exp_12_300,1,HDBSCAN,0.0152188016042284
2,Exp_12_300,2,HDBSCAN,1.600823158491743e-05
0,Exp_2_300,0,HDBSCAN,0.830591049570392
1,Exp_2_300,1,HDBSCAN,0.0176025171659891
2,Exp_2_300,2,HDBSCAN,1.248291770329394e-05
0,Exp_9_300,0,HDBSCAN,0.7356541139039636
1,Exp_9_300,1,HDBSCAN,0.0092096723699597
2,Exp_9_300,2,HDBSCAN,4.031707071479437e-06
0,Exp_5_300,0,HDBSCAN,0.8264571848461348
1,Exp_5_300,1,HDBSCAN,0.0156973975994476
2,Exp_5_300,2,HDBSCAN,5.2380381927393015e-05
0,Exp_10_300,0,HDBSCAN,0.8183154515317439
1,Exp_10_300,1,HDBSCAN,6.760266026003086e-05
2,Exp_10_300,2,HDBSCAN,2.1890924359088097e-06
0,Exp_3_300,0,HDBSCAN,0.8009063371020193
1,Exp_3_300,1,HDBSCAN,5.607559802537521e-06
2,Exp_3_300,2,HDBSCAN,1.560409164011325e-05
0,Exp_17_300,0,HDBSCAN,0.7519551993014436
1,Exp_17_300,1,HDBSCAN,6.734028175336355e-06
2,Exp_17_300,2,HDBSCAN,5.144921005166215e-05
0,Exp_18_300,0,HDBSCAN,0.7644009540863121
1,Exp_18_300,1,HDBSCAN,0.0166354356478778
2,Exp_18_300,2,HDBSCAN,0.0011588410300407
0,Exp_0_300,0,HDBSCAN,0.8322194447258696
1,Exp_0_300,1,HDBSCAN,1.0721212170116658e-06
2,Exp_0_300,2,HDBSCAN,0.000953979215047
0,Exp_7_300,0,HDBSCAN,0.8127640780368811
1,Exp_7_300,1,HDBSCAN,0.0138803607465379
2,Exp_7_300,2,HDBSCAN,1.764723592115874e-06
0,Exp_28_300,0,HDBSCAN,0.7321515709586267
1,Exp_28_300,1,HDBSCAN,0.0146530681409515
2,Exp_28_300,2,HDBSCAN,5.04624611652069e-05
0,Exp_27_300,0,HDBSCAN,0.8101636046791219
1,Exp_27_300,1,HDBSCAN,0.0292032352253176
2,Exp_27_300,2,HDBSCAN,1.4485575022011468e-05
0,Exp_13_300,0,HDBSCAN,0.7411558946769146
1,Exp_13_300,1,HDBSCAN,4.407325103352011e-05
2,Exp_13_300,2,HDBSCAN,1.633154618869069e-05
0,Exp_1_300,0,HDBSCAN,0.8078251555070334
1,Exp_1_300,1,HDBSCAN,4.498379502954897e-06
2,Exp_1_300,2,HDBSCAN,0.0002302269260767
0,Exp_25_300,0,HDBSCAN,0.8583778456552603
1,Exp_25_300,1,HDBSCAN,0.0007473931353485
